interval,ampm,week,day,id
43,AM,16,Wednesday,20160420104953-2895-01
74,PM,16,Wednesday,20160420183031-3025-01
52,PM,16,Tuesday,20160419131337-2643-01
80,PM,16,Tuesday,20160419201301-2749-01
38,AM,16,Tuesday,20160419093838-2593-00
43,AM,16,Wednesday,20160420105746-2896-00
73,PM,16,Tuesday,20160419181846-2714-00
30,AM,16,Wednesday,20160420073214-2827-00
39,AM,16,Tuesday,20160419095735-2603-00
67,PM,16,Tuesday,20160419164814-2678-01
74,PM,16,Wednesday,20160420183325-3029-00
45,AM,16,Tuesday,20160419112445-2618-00
81,PM,16,Tuesday,20160419202027-2751-00
62,PM,16,Wednesday,20160420153214-2934-01
85,PM,16,Tuesday,20160419212911-2768-00
74,PM,16,Wednesday,20160420183749-3033-00
30,AM,16,Wednesday,20160420073950-2831-01
40,AM,16,Tuesday,20160419100735-2612-00
71,PM,16,Tuesday,20160419174908-2702-01
64,PM,16,Wednesday,20160420160304-2939-01
46,AM,16,Tuesday,20160419113253-2620-01
73,PM,16,Tuesday,20160419182027-2715-01
78,PM,16,Wednesday,20160420194132-3067-01
46,AM,16,Tuesday,20160419114015-2625-00
40,AM,16,Tuesday,20160419100948-2614-01
33,AM,16,Wednesday,20160420081701-2838-01
73,PM,16,Tuesday,20160419182709-2718-01
85,PM,16,Tuesday,20160419212942-2769-01
71,PM,16,Tuesday,20160419175319-2706-01
78,PM,16,Wednesday,20160420194156-3068-01
65,PM,16,Wednesday,20160420161938-2957-01
47,AM,16,Tuesday,20160419115435-2636-00
33,AM,16,Wednesday,20160420082811-2840-00
74,PM,16,Tuesday,20160419183931-2723-01
87,PM,16,Tuesday,20160419215740-2775-00
74,PM,16,Tuesday,20160419183445-2721-01
58,PM,16,Tuesday,20160419144104-2648-01
79,PM,16,Wednesday,20160420194710-3070-00
47,AM,16,Tuesday,20160419115619-2637-00
75,PM,16,Tuesday,20160419184512-2726-00
34,AM,16,Wednesday,20160420083836-2844-01
88,PM,16,Tuesday,20160419221002-2777-00
58,PM,16,Tuesday,20160419144456-2649-01
66,PM,16,Wednesday,20160420163127-2961-01
74,PM,16,Tuesday,20160419183712-2722-01
79,PM,16,Wednesday,20160420195124-3072-01
48,PM,16,Tuesday,20160419121405-2639-00
67,PM,16,Wednesday,20160420164622-2977-01
40,AM,16,Wednesday,20160420100006-2856-00
77,PM,16,Tuesday,20160419192952-2734-01
93,PM,16,Tuesday,20160419232824-2780-01
77,PM,16,Tuesday,20160419191654-2732-00
86,PM,16,Wednesday,20160420213117-3102-00
62,PM,16,Tuesday,20160419153324-2656-01
67,PM,16,Wednesday,20160420164715-2978-01
62,PM,16,Tuesday,20160419153612-2657-00
77,PM,16,Tuesday,20160419192036-2733-00
40,AM,16,Wednesday,20160420100255-2858-01
94,PM,16,Tuesday,20160419233035-2781-00
79,PM,16,Tuesday,20160419195530-2740-00
90,PM,16,Wednesday,20160420224020-3110-00
62,PM,16,Tuesday,20160419154142-2660-01
40,AM,16,Wednesday,20160420101216-2866-01
67,PM,16,Wednesday,20160420164947-2981-00
80,PM,16,Tuesday,20160419201231-2748-00
65,PM,16,Tuesday,20160419162449-2664-01
79,PM,16,Tuesday,20160419195550-2741-01
1,AM,16,Wednesday,20160420002835-2787-00
45,AM,16,Wednesday,20160420112026-2900-00
67,PM,16,Wednesday,20160420165250-2984-00
66,PM,16,Tuesday,20160419164012-2674-01
63,PM,16,Tuesday,20160419154632-2661-00
80,PM,16,Tuesday,20160419200009-2744-00
90,PM,16,Wednesday,20160420224032-3111-01
81,PM,16,Tuesday,20160419201856-2750-01
1,AM,16,Wednesday,20160420002950-2789-01
66,PM,16,Tuesday,20160419163557-2668-01
47,AM,16,Wednesday,20160420114720-2902-00
69,PM,16,Tuesday,20160419171658-2685-01
69,PM,16,Wednesday,20160420172017-2989-01
24,AM,16,Thursday,20160421061447-3131-00
82,PM,16,Tuesday,20160419203249-2754-00
2,AM,16,Wednesday,20160420003157-2793-01
85,PM,16,Tuesday,20160419211724-2761-00
69,PM,16,Wednesday,20160420172756-2990-00
67,PM,16,Tuesday,20160419164835-2679-01
82,PM,16,Tuesday,20160419204407-2758-00
29,AM,16,Thursday,20160421071607-3147-00
56,PM,16,Wednesday,20160420140529-2906-01
90,PM,16,Tuesday,20160419223218-2778-01
2,AM,16,Wednesday,20160420003331-2796-01
69,PM,16,Tuesday,20160419171947-2687-01
71,PM,16,Wednesday,20160420175806-2999-01
67,PM,16,Tuesday,20160419165107-2681-00
29,AM,16,Wednesday,20160420071552-2811-01
29,AM,16,Thursday,20160421072643-3154-00
71,PM,16,Wednesday,20160420175905-3000-01
56,PM,16,Wednesday,20160420141157-2910-01
1,AM,16,Wednesday,20160420002934-2788-01
29,AM,16,Thursday,20160421072725-3155-00
67,PM,16,Tuesday,20160419165140-2682-01
70,PM,16,Tuesday,20160419174007-2695-00
85,PM,16,Tuesday,20160419212408-2763-01
29,AM,16,Wednesday,20160420071644-2812-01
57,PM,16,Wednesday,20160420141804-2918-00
29,AM,16,Thursday,20160421072812-3156-00
70,PM,16,Tuesday,20160419174301-2698-00
71,PM,16,Wednesday,20160420175937-3001-00
69,PM,16,Tuesday,20160419172655-2692-01
2,AM,16,Wednesday,20160420003014-2790-01
85,PM,16,Tuesday,20160419212843-2767-01
71,PM,16,Tuesday,20160419175145-2704-00
57,PM,16,Wednesday,20160420142529-2921-01
32,AM,16,Wednesday,20160420080707-2834-01
86,PM,16,Tuesday,20160419213015-2770-01
29,AM,16,Thursday,20160421072846-3157-00
2,AM,16,Wednesday,20160420003026-2791-00
71,PM,16,Tuesday,20160419175400-2707-00
72,PM,16,Tuesday,20160419181230-2712-00
86,PM,16,Tuesday,20160419213211-2773-01
32,AM,16,Wednesday,20160420080735-2835-00
58,PM,16,Wednesday,20160420143541-2931-01
71,PM,16,Wednesday,20160420175957-3002-00
74,PM,16,Tuesday,20160419183105-2720-00
29,AM,16,Thursday,20160421072958-3159-00
2,AM,16,Wednesday,20160420003410-2797-00
74,PM,16,Wednesday,20160420183152-3027-01
73,PM,16,Tuesday,20160419182200-2716-00
40,AM,16,Wednesday,20160420100306-2859-01
63,PM,16,Wednesday,20160420155132-2937-00
30,AM,16,Thursday,20160421073321-3163-00
25,AM,16,Wednesday,20160420061504-2798-01
1,AM,16,Wednesday,20160420002646-2785-00
74,PM,16,Wednesday,20160420183400-3030-01
73,PM,16,Tuesday,20160419182422-2717-01
41,AM,16,Wednesday,20160420101751-2871-01
76,PM,16,Tuesday,20160419190104-2728-01
2,AM,16,Wednesday,20160420003241-2795-01
64,PM,16,Wednesday,20160420160520-2940-01
30,AM,16,Thursday,20160421073434-3164-00
29,AM,16,Wednesday,20160420072023-2818-00
78,PM,16,Wednesday,20160420193052-3060-00
64,PM,16,Wednesday,20160420160910-2944-00
32,AM,16,Wednesday,20160420080334-2833-01
74,PM,16,Tuesday,20160419184058-2724-00
42,AM,16,Wednesday,20160420103244-2880-01
79,PM,16,Tuesday,20160419195939-2743-00
26,AM,16,Wednesday,20160420064442-2802-00
79,PM,16,Wednesday,20160420194554-3069-00
67,PM,16,Wednesday,20160420164830-2979-01
76,PM,16,Tuesday,20160419190620-2731-01
42,AM,16,Thursday,20160421103958-3170-01
27,AM,16,Wednesday,20160420065052-2803-01
82,PM,16,Tuesday,20160419204038-2755-00
42,AM,16,Wednesday,20160420103556-2884-00
32,AM,16,Wednesday,20160420080947-2836-01
81,PM,16,Wednesday,20160420202703-3083-00
71,PM,16,Wednesday,20160420174758-2996-01
78,PM,16,Tuesday,20160419194304-2737-01
44,AM,16,Thursday,20160421110502-3171-00
85,PM,16,Tuesday,20160419212127-2762-00
45,AM,16,Wednesday,20160420111901-2899-01
28,AM,16,Wednesday,20160420071409-2809-00
81,PM,16,Wednesday,20160420202937-3084-01
38,AM,16,Wednesday,20160420093654-2849-01
48,PM,16,Thursday,20160421120616-3181-00
29,AM,16,Wednesday,20160420071519-2810-01
47,AM,16,Wednesday,20160420114511-2901-00
71,PM,16,Wednesday,20160420175454-2998-01
40,AM,16,Wednesday,20160420100333-2860-00
83,PM,16,Wednesday,20160420205421-3088-00
82,PM,16,Tuesday,20160419204342-2757-01
85,PM,16,Tuesday,20160419212628-2765-01
57,PM,16,Wednesday,20160420141529-2915-01
48,PM,16,Thursday,20160421120915-3183-00
85,PM,16,Wednesday,20160420211657-3094-01
56,PM,16,Thursday,20160421140749-3219-00
72,PM,16,Wednesday,20160420180529-3006-01
88,PM,16,Tuesday,20160419220905-2776-01
40,AM,16,Wednesday,20160420100419-2861-00
83,PM,16,Tuesday,20160419205933-2759-00
58,PM,16,Wednesday,20160420143159-2928-01
29,AM,16,Wednesday,20160420071921-2816-00
94,PM,16,Tuesday,20160419233119-2782-01
58,PM,16,Thursday,20160421144455-3234-00
90,PM,16,Wednesday,20160420224104-3112-01
73,PM,16,Wednesday,20160420182344-3017-00
85,PM,16,Tuesday,20160419211545-2760-01
41,AM,16,Wednesday,20160420101528-2869-01
59,PM,16,Wednesday,20160420144638-2932-01
33,AM,16,Wednesday,20160420081833-2839-00
1,AM,16,Wednesday,20160420002731-2786-00
78,PM,16,Wednesday,20160420193509-3063-01
94,PM,16,Tuesday,20160419233136-2783-00
62,PM,16,Thursday,20160421153558-3254-00
35,AM,16,Wednesday,20160420085606-2845-00
42,AM,16,Wednesday,20160420103328-2881-00
64,PM,16,Wednesday,20160420160751-2943-01
25,AM,16,Wednesday,20160420061558-2799-01
29,AM,16,Wednesday,20160420072134-2819-01
39,AM,16,Wednesday,20160420095105-2852-01
90,PM,16,Wednesday,20160420224238-3116-01
62,PM,16,Thursday,20160421154140-3259-01
79,PM,16,Wednesday,20160420195950-3080-01
3,AM,16,Thursday,20160421005353-3124-01
27,AM,16,Wednesday,20160420065131-2804-01
42,AM,16,Wednesday,20160420103352-2882-01
66,PM,16,Wednesday,20160420163359-2963-01
32,AM,16,Wednesday,20160420081305-2837-00
64,PM,16,Thursday,20160421161141-3269-00
85,PM,16,Wednesday,20160420212352-3098-00
4,AM,16,Thursday,20160421011002-3125-01
42,AM,16,Wednesday,20160420104154-2892-00
66,PM,16,Wednesday,20160420164124-2970-01
40,AM,16,Wednesday,20160420100022-2857-01
39,AM,16,Wednesday,20160420095000-2850-00
28,AM,16,Wednesday,20160420070800-2806-00
68,PM,16,Thursday,20160421170038-3295-00
40,AM,16,Wednesday,20160420100628-2862-01
4,AM,16,Thursday,20160421011039-3126-01
24,AM,16,Thursday,20160421061243-3129-00
42,AM,16,Wednesday,20160420104343-2893-01
24,AM,16,Thursday,20160421061308-3130-01
72,PM,16,Wednesday,20160420180231-3004-00
56,PM,16,Wednesday,20160420140741-2907-01
39,AM,16,Wednesday,20160420095048-2851-00
25,AM,16,Thursday,20160421061647-3132-00
69,PM,16,Thursday,20160421172130-3300-01
40,AM,16,Wednesday,20160420100907-2864-00
33,AM,16,Wednesday,20160420082946-2842-00
28,AM,16,Thursday,20160421071454-3146-00
39,AM,16,Wednesday,20160420095428-2853-00
72,PM,16,Wednesday,20160420180643-3007-01
41,AM,16,Wednesday,20160420102809-2875-01
30,AM,16,Thursday,20160421073049-3160-01
57,PM,16,Wednesday,20160420142416-2920-01
38,AM,16,Wednesday,20160420093503-2848-01
70,PM,16,Thursday,20160421173005-3304-00
29,AM,16,Thursday,20160421072216-3152-00
72,PM,16,Wednesday,20160420180735-3008-01
40,AM,16,Wednesday,20160420101325-2867-00
55,PM,16,Thursday,20160421135013-3217-00
40,AM,16,Wednesday,20160420101038-2865-00
42,AM,16,Wednesday,20160420103916-2888-01
70,PM,16,Thursday,20160421173228-3306-00
57,PM,16,Wednesday,20160420142737-2924-01
72,PM,16,Wednesday,20160420180938-3009-01
57,PM,16,Thursday,20160421142025-3225-01
44,AM,16,Thursday,20160421110656-3172-00
63,PM,16,Wednesday,20160420155051-2936-00
42,AM,16,Wednesday,20160420104002-2889-01
41,AM,16,Wednesday,20160420102850-2876-01
72,PM,16,Wednesday,20160420181240-3011-01
70,PM,16,Thursday,20160421174248-3310-01
41,AM,16,Wednesday,20160420101844-2872-00
62,PM,16,Thursday,20160421153020-3248-00
71,PM,16,Thursday,20160421174842-3313-00
46,AM,16,Thursday,20160421113037-3176-00
41,AM,16,Wednesday,20160420102604-2874-00
64,PM,16,Wednesday,20160420160600-2941-00
73,PM,16,Wednesday,20160420182523-3018-01
42,AM,16,Wednesday,20160420104123-2891-00
72,PM,16,Thursday,20160421180921-3324-00
42,AM,16,Wednesday,20160420104442-2894-00
62,PM,16,Thursday,20160421153856-3258-00
42,AM,16,Wednesday,20160420103038-2877-01
73,PM,16,Wednesday,20160420182828-3022-00
48,PM,16,Thursday,20160421120015-3178-00
43,AM,16,Wednesday,20160420105817-2897-01
66,PM,16,Wednesday,20160420163944-2969-00
50,PM,16,Wednesday,20160420124136-2904-01
73,PM,16,Thursday,20160421181520-3329-01
53,PM,16,Thursday,20160421132109-3216-00
57,PM,16,Wednesday,20160420141726-2917-00
43,AM,16,Wednesday,20160420105906-2898-00
74,PM,16,Wednesday,20160420183254-3028-00
55,PM,16,Wednesday,20160420134811-2905-00
66,PM,16,Wednesday,20160420164357-2973-00
50,PM,16,Wednesday,20160420123601-2903-01
64,PM,16,Thursday,20160421160949-3268-01
58,PM,16,Wednesday,20160420143103-2927-00
74,PM,16,Thursday,20160421183951-3335-00
56,PM,16,Wednesday,20160420141051-2909-00
56,PM,16,Thursday,20160421140903-3221-01
65,PM,16,Thursday,20160421162245-3278-01
75,PM,16,Wednesday,20160420185821-3047-01
58,PM,16,Wednesday,20160420143219-2929-00
66,PM,16,Wednesday,20160420164451-2976-01
77,PM,16,Thursday,20160421191558-3349-01
56,PM,16,Wednesday,20160420140838-2908-01
67,PM,16,Thursday,20160421165453-3293-00
57,PM,16,Thursday,20160421141638-3222-00
76,PM,16,Wednesday,20160420191347-3056-01
72,PM,16,Wednesday,20160420180326-3005-00
56,PM,16,Wednesday,20160420141337-2912-00
78,PM,16,Thursday,20160421193717-3356-01
56,PM,16,Wednesday,20160420141240-2911-00
63,PM,16,Wednesday,20160420155909-2938-01
56,PM,16,Wednesday,20160420141406-2913-01
68,PM,16,Thursday,20160421170703-3296-00
57,PM,16,Thursday,20160421141832-3223-01
79,PM,16,Wednesday,20160420194951-3071-01
72,PM,16,Wednesday,20160420181218-3010-01
60,PM,16,Thursday,20160421151039-3240-00
73,PM,16,Wednesday,20160420182227-3016-00
70,PM,16,Thursday,20160421173141-3305-01
56,PM,16,Wednesday,20160420141455-2914-01
79,PM,16,Thursday,20160421195555-3358-00
57,PM,16,Wednesday,20160420142325-2919-01
79,PM,16,Wednesday,20160420195628-3077-00
61,PM,16,Thursday,20160421152224-3245-00
64,PM,16,Wednesday,20160420160700-2942-01
57,PM,16,Wednesday,20160420141619-2916-01
71,PM,16,Thursday,20160421175718-3315-00
57,PM,16,Wednesday,20160420142558-2922-00
79,PM,16,Thursday,20160421195636-3359-00
73,PM,16,Wednesday,20160420182547-3019-01
82,PM,16,Wednesday,20160420203047-3085-00
64,PM,16,Wednesday,20160420160948-2945-00
71,PM,16,Thursday,20160421175738-3316-00
62,PM,16,Thursday,20160421153353-3251-01
79,PM,16,Thursday,20160421195727-3360-00
57,PM,16,Wednesday,20160420142752-2925-00
85,PM,16,Wednesday,20160420211719-3095-00
57,PM,16,Wednesday,20160420142647-2923-00
74,PM,16,Wednesday,20160420184331-3037-01
72,PM,16,Thursday,20160421180038-3318-01
64,PM,16,Wednesday,20160420161356-2949-00
62,PM,16,Thursday,20160421153450-3252-01
79,PM,16,Wednesday,20160420195157-3073-01
85,PM,16,Wednesday,20160420212910-3100-01
57,PM,16,Wednesday,20160420142912-2926-00
81,PM,16,Thursday,20160421202049-3363-01
64,PM,16,Wednesday,20160420161224-2946-01
72,PM,16,Thursday,20160421180158-3319-00
82,PM,16,Thursday,20160421203432-3365-00
65,PM,16,Wednesday,20160420161848-2956-01
90,PM,16,Wednesday,20160420223929-3109-01
62,PM,16,Thursday,20160421154421-3260-00
79,PM,16,Wednesday,20160420195237-3074-01
26,AM,16,Friday,20160422063159-3385-00
64,PM,16,Wednesday,20160420161321-2948-00
65,PM,16,Wednesday,20160420162520-2960-00
72,PM,16,Thursday,20160421181133-3326-00
61,PM,16,Wednesday,20160420152520-2933-00
3,AM,16,Thursday,20160421005141-3122-00
66,PM,16,Wednesday,20160420163541-2964-00
64,PM,16,Thursday,20160421160043-3265-00
65,PM,16,Wednesday,20160420161616-2953-00
30,AM,16,Friday,20160422073125-3408-00
85,PM,16,Wednesday,20160420211819-3096-01
64,PM,16,Wednesday,20160420161253-2947-00
3,AM,16,Thursday,20160421005203-3123-00
67,PM,16,Wednesday,20160420165627-2986-00
66,PM,16,Wednesday,20160420163728-2966-01
65,PM,16,Thursday,20160421161904-3274-00
88,PM,16,Wednesday,20160420220907-3105-01
74,PM,16,Thursday,20160421183039-3332-00
65,PM,16,Wednesday,20160420161511-2951-00
30,AM,16,Friday,20160422073629-3409-01
66,PM,16,Wednesday,20160420164151-2971-00
75,PM,16,Thursday,20160421185217-3340-01
65,PM,16,Wednesday,20160420161659-2954-00
5,AM,16,Thursday,20160421012651-3128-00
67,PM,16,Wednesday,20160420165648-2987-01
65,PM,16,Thursday,20160421162105-3276-01
31,AM,16,Friday,20160422074534-3412-01
90,PM,16,Wednesday,20160420223447-3107-01
76,PM,16,Thursday,20160421191017-3344-01
25,AM,16,Thursday,20160421062223-3134-01
66,PM,16,Wednesday,20160420164226-2972-00
70,PM,16,Wednesday,20160420173433-2991-01
66,PM,16,Thursday,20160421163219-3281-01
92,PM,16,Wednesday,20160420230015-3119-01
31,AM,16,Friday,20160422074851-3415-01
65,PM,16,Wednesday,20160420161742-2955-00
76,PM,16,Thursday,20160421191248-3347-00
67,PM,16,Wednesday,20160420164906-2980-00
70,PM,16,Wednesday,20160420174427-2993-00
28,AM,16,Thursday,20160421070914-3139-00
66,PM,16,Wednesday,20160420163619-2965-00
67,PM,16,Thursday,20160421164657-3288-00
2,AM,16,Thursday,20160421004106-3121-00
85,PM,16,Thursday,20160421212524-3375-01
25,AM,16,Thursday,20160421061722-3133-00
32,AM,16,Friday,20160422080644-3421-01
67,PM,16,Thursday,20160421165322-3292-00
67,PM,16,Wednesday,20160420165214-2983-01
28,AM,16,Thursday,20160421071207-3142-00
66,PM,16,Wednesday,20160420163857-2968-01
70,PM,16,Thursday,20160421174435-3311-00
29,AM,16,Friday,20160422071514-3396-00
72,PM,16,Wednesday,20160420181330-3012-00
67,PM,16,Wednesday,20160420165514-2985-01
70,PM,16,Wednesday,20160420174244-2992-00
34,AM,16,Friday,20160422083905-3441-00
29,AM,16,Thursday,20160421071823-3149-01
26,AM,16,Thursday,20160421063406-3135-00
32,AM,16,Friday,20160422080124-3417-01
35,AM,16,Friday,20160422085216-3448-01
73,PM,16,Wednesday,20160420182649-3021-00
72,PM,16,Thursday,20160421180546-3321-01
61,PM,16,Thursday,20160421152940-3247-01
69,PM,16,Wednesday,20160420171606-2988-00
73,PM,16,Wednesday,20160420181535-3013-01
32,AM,16,Friday,20160422081103-3425-01
26,AM,16,Thursday,20160421063506-3137-01
73,PM,16,Wednesday,20160420182910-3023-01
72,PM,16,Thursday,20160421181404-3328-01
62,PM,16,Thursday,20160421153758-3256-01
27,AM,16,Thursday,20160421065509-3138-00
35,AM,16,Friday,20160422085423-3451-01
73,PM,16,Wednesday,20160420182030-3015-00
33,AM,16,Friday,20160422082836-3431-01
71,PM,16,Wednesday,20160420175105-2997-01
63,PM,16,Thursday,20160421155025-3261-01
75,PM,16,Wednesday,20160420185933-3048-01
36,AM,16,Friday,20160422090239-3453-00
75,PM,16,Thursday,20160421184833-3337-00
28,AM,16,Thursday,20160421071121-3141-00
34,AM,16,Friday,20160422083151-3435-01
72,PM,16,Wednesday,20160420180136-3003-00
36,AM,16,Friday,20160422090307-3454-01
63,PM,16,Thursday,20160421155045-3262-01
74,PM,16,Wednesday,20160420183011-3024-01
76,PM,16,Wednesday,20160420190117-3049-01
36,AM,16,Friday,20160422091310-3462-00
76,PM,16,Thursday,20160421190919-3342-00
73,PM,16,Wednesday,20160420182618-3020-01
28,AM,16,Thursday,20160421071321-3144-01
64,PM,16,Thursday,20160421160436-3267-00
78,PM,16,Wednesday,20160420193730-3064-00
74,PM,16,Wednesday,20160420183130-3026-00
74,PM,16,Wednesday,20160420183711-3032-00
34,AM,16,Friday,20160422083745-3439-01
29,AM,16,Thursday,20160421071717-3148-00
78,PM,16,Wednesday,20160420193815-3065-01
76,PM,16,Thursday,20160421190931-3343-00
37,AM,16,Friday,20160422092837-3472-00
74,PM,16,Wednesday,20160420183516-3031-01
37,AM,16,Friday,20160422092408-3467-01
74,PM,16,Wednesday,20160420184010-3034-01
64,PM,16,Thursday,20160421161330-3270-01
74,PM,16,Wednesday,20160420184204-3036-01
38,AM,16,Friday,20160422093117-3475-01
83,PM,16,Wednesday,20160420205439-3089-01
39,AM,16,Friday,20160422095437-3489-01
76,PM,16,Thursday,20160421191039-3345-01
40,AM,16,Thursday,20160421100540-3169-01
66,PM,16,Thursday,20160421163651-3283-01
85,PM,16,Wednesday,20160420211546-3093-00
39,AM,16,Friday,20160422094554-3485-00
74,PM,16,Wednesday,20160420184039-3035-01
28,AM,16,Friday,20160422070923-3389-00
45,AM,16,Thursday,20160421112755-3174-01
41,AM,16,Friday,20160422102336-3502-00
76,PM,16,Wednesday,20160420191054-3055-00
66,PM,16,Thursday,20160421163910-3284-01
76,PM,16,Wednesday,20160420190220-3050-00
78,PM,16,Wednesday,20160420193249-3062-01
43,AM,16,Friday,20160422104603-3511-00
58,PM,16,Thursday,20160421143117-3227-01
28,AM,16,Friday,20160422071331-3394-01
85,PM,16,Wednesday,20160420212704-3099-01
39,AM,16,Friday,20160422095916-3492-00
67,PM,16,Thursday,20160421165155-3291-01
29,AM,16,Friday,20160422071546-3397-00
60,PM,16,Thursday,20160421150704-3236-01
77,PM,16,Wednesday,20160420192619-3059-01
79,PM,16,Wednesday,20160420195811-3078-01
45,AM,16,Friday,20160422112549-3521-01
29,AM,16,Friday,20160422071629-3398-00
40,AM,16,Friday,20160422100419-3495-00
90,PM,16,Wednesday,20160420224120-3113-00
78,PM,16,Wednesday,20160420194045-3066-01
69,PM,16,Thursday,20160421172409-3301-01
48,PM,16,Friday,20160422120258-3526-01
40,AM,16,Friday,20160422100620-3496-00
60,PM,16,Thursday,20160421151304-3242-01
79,PM,16,Wednesday,20160420195844-3079-01
73,PM,16,Thursday,20160421182054-3330-00
90,PM,16,Wednesday,20160420224137-3114-00
31,AM,16,Friday,20160422074659-3414-00
48,PM,16,Friday,20160422120448-3530-01
79,PM,16,Wednesday,20160420195300-3075-00
80,PM,16,Wednesday,20160420200121-3081-01
60,PM,16,Thursday,20160421151445-3244-01
81,PM,16,Thursday,20160421202101-3364-00
32,AM,16,Friday,20160422080912-3424-01
40,AM,16,Friday,20160422101050-3500-01
90,PM,16,Wednesday,20160420224337-3118-00
62,PM,16,Thursday,20160421153303-3250-01
49,PM,16,Friday,20160422121946-3545-01
82,PM,16,Thursday,20160421203741-3367-01
82,PM,16,Wednesday,20160420203348-3086-01
83,PM,16,Wednesday,20160420205335-3087-01
42,AM,16,Friday,20160422104211-3508-01
92,PM,16,Wednesday,20160420230558-3120-01
32,AM,16,Friday,20160422081433-3428-01
50,PM,16,Friday,20160422123934-3560-00
65,PM,16,Thursday,20160421161653-3272-01
42,AM,16,Friday,20160422104258-3509-01
85,PM,16,Thursday,20160421212450-3374-01
86,PM,16,Wednesday,20160420213014-3101-00
83,PM,16,Wednesday,20160420205619-3090-00
42,AM,16,Friday,20160422104352-3510-01
28,AM,16,Thursday,20160421071231-3143-01
23,AM,16,Friday,20160422055847-3382-00
34,AM,16,Friday,20160422083535-3438-00
87,PM,16,Wednesday,20160420215047-3104-00
65,PM,16,Thursday,20160421161845-3273-00
28,AM,16,Thursday,20160421071340-3145-01
53,PM,16,Friday,20160422132410-3561-01
83,PM,16,Wednesday,20160420205758-3091-01
29,AM,16,Thursday,20160421072605-3153-00
65,PM,16,Thursday,20160421161934-3275-00
43,AM,16,Friday,20160422104746-3513-01
34,AM,16,Friday,20160422084454-3442-01
83,PM,16,Wednesday,20160420205947-3092-00
28,AM,16,Friday,20160422071432-3395-01
54,PM,16,Friday,20160422133535-3574-01
29,AM,16,Thursday,20160421071936-3150-00
30,AM,16,Thursday,20160421073126-3161-01
45,AM,16,Friday,20160422111600-3517-00
85,PM,16,Wednesday,20160420211917-3097-00
56,PM,16,Friday,20160422140658-3580-00
29,AM,16,Thursday,20160421072903-3158-00
35,AM,16,Friday,20160422084842-3445-01
66,PM,16,Thursday,20160421163308-3282-00
29,AM,16,Friday,20160422071654-3399-00
48,PM,16,Friday,20160422120226-3525-00
31,AM,16,Thursday,20160421075402-3166-00
30,AM,16,Thursday,20160421073559-3165-01
36,AM,16,Friday,20160422090208-3452-01
61,PM,16,Friday,20160422152203-3591-01
67,PM,16,Thursday,20160421164728-3289-00
31,AM,16,Friday,20160422075614-3416-01
87,PM,16,Wednesday,20160420214857-3103-00
64,PM,16,Friday,20160422160909-3602-00
40,AM,16,Thursday,20160421100505-3168-00
88,PM,16,Wednesday,20160420221349-3106-00
67,PM,16,Thursday,20160421165953-3294-01
48,PM,16,Friday,20160422120412-3529-00
36,AM,16,Friday,20160422090852-3456-01
32,AM,16,Friday,20160422080152-3418-01
56,PM,16,Thursday,20160421140158-3218-01
36,AM,16,Friday,20160422090934-3457-01
69,PM,16,Thursday,20160421172442-3302-00
48,PM,16,Thursday,20160421120824-3182-01
65,PM,16,Friday,20160422161635-3617-00
90,PM,16,Wednesday,20160420223837-3108-00
48,PM,16,Friday,20160422120607-3531-00
36,AM,16,Friday,20160422090951-3458-01
32,AM,16,Friday,20160422080251-3419-01
60,PM,16,Thursday,20160421151203-3241-01
57,PM,16,Thursday,20160421141925-3224-01
65,PM,16,Friday,20160422161918-3621-00
49,PM,16,Friday,20160422121802-3544-00
69,PM,16,Thursday,20160421172942-3303-01
33,AM,16,Friday,20160422081923-3430-00
90,PM,16,Wednesday,20160420224215-3115-01
65,PM,16,Friday,20160422162448-3624-01
36,AM,16,Friday,20160422091100-3459-00
58,PM,16,Thursday,20160421143542-3229-00
90,PM,16,Wednesday,20160420224315-3117-00
34,AM,16,Friday,20160422083015-3433-00
70,PM,16,Thursday,20160421173349-3307-00
60,PM,16,Thursday,20160421151338-3243-01
50,PM,16,Friday,20160422123134-3551-00
37,AM,16,Friday,20160422092712-3469-00
65,PM,16,Friday,20160422162513-3626-01
72,PM,16,Thursday,20160421180424-3320-01
34,AM,16,Friday,20160422083813-3440-01
62,PM,16,Thursday,20160421153652-3255-01
5,AM,16,Thursday,20160421012435-3127-01
50,PM,16,Friday,20160422123601-3555-00
58,PM,16,Thursday,20160421144302-3232-01
66,PM,16,Friday,20160422163150-3633-01
38,AM,16,Friday,20160422093552-3477-00
62,PM,16,Thursday,20160421153825-3257-00
74,PM,16,Thursday,20160421183140-3333-00
37,AM,16,Friday,20160422091552-3464-01
50,PM,16,Friday,20160422123652-3557-01
58,PM,16,Thursday,20160421144350-3233-00
26,AM,16,Thursday,20160421063448-3136-00
38,AM,16,Friday,20160422094128-3482-00
65,PM,16,Thursday,20160421161511-3271-01
38,AM,16,Friday,20160422094020-3480-01
58,PM,16,Friday,20160422143037-3583-00
59,PM,16,Thursday,20160421145548-3235-00
66,PM,16,Friday,20160422163230-3634-01
74,PM,16,Thursday,20160421184418-3336-01
66,PM,16,Thursday,20160421164128-3285-00
28,AM,16,Thursday,20160421071008-3140-00
59,PM,16,Friday,20160422144552-3586-01
75,PM,16,Thursday,20160421185044-3339-00
