classifier,score,year,month,day,hour,minute,second,seqno
Mixed_Color,0.954593,2016,04,06,19,10,22,01-00
Mixed_Color,0.804788,2016,04,07,06,29,52,67-01
Mixed_Color,0.955343,2016,04,07,06,52,08,70-01
Mixed_Color,0.938262,2016,04,07,06,52,38,71-01
Mixed_Color,0.946686,2016,04,07,06,59,17,72-00
Mixed_Color,0.956794,2016,04,07,07,59,41,105-00
Mixed_Color,0.95321,2016,04,07,10,33,41,112-01
Mixed_Color,0.950747,2016,04,07,10,53,46,121-00
Mixed_Color,0.953825,2016,04,07,10,54,28,122-00
Mixed_Color,0.954953,2016,04,07,10,56,08,123-00
Mixed_Color,0.95691,2016,04,07,11,06,04,129-00
Mixed_Color,0.941122,2016,04,07,11,31,38,146-00
Mixed_Color,0.952233,2016,04,07,11,37,21,150-01
Mixed_Color,0.939494,2016,04,07,11,57,59,160-00
Mixed_Color,0.966062,2016,04,07,11,59,26,161-01
Mixed_Color,0.964219,2016,04,07,12,01,54,162-01
Mixed_Color,0.950366,2016,04,07,12,50,39,188-01
Mixed_Color,0.962187,2016,04,07,12,58,37,190-00
Mixed_Color,0.964944,2016,04,07,13,12,49,199-00
Mixed_Color,0.951496,2016,04,07,13,18,19,203-01
Mixed_Color,0.955899,2016,04,07,13,26,11,211-00
Mixed_Color,0.952713,2016,04,07,14,24,49,219-00
Mixed_Color,0.95104,2016,04,07,15,13,56,233-00
Mixed_Color,0.960505,2016,04,07,15,43,13,241-01
Mixed_Color,0.960828,2016,04,07,15,45,28,244-01
Mixed_Color,0.965991,2016,04,07,15,50,41,246-01
Mixed_Color,0.962765,2016,04,07,15,51,35,247-00
Mixed_Color,0.961935,2016,04,07,15,51,58,248-01
Mixed_Color,0.949678,2016,04,07,15,52,23,249-00
Mixed_Color,0.944734,2016,04,07,15,53,47,252-01
Mixed_Color,0.934001,2016,04,03,13,59,21,219-00
Mixed_Color,0.961917,2016,04,03,14,24,21,235-00
Mixed_Color,0.954821,2016,04,03,14,25,05,237-01
Mixed_Color,0.925425,2016,04,03,15,53,14,283-00
Mixed_Color,0.955947,2016,04,03,19,21,13,336-00
Mixed_Color,0.904682,2016,04,03,21,21,06,376-01
Mixed_Color,0.843432,2016,04,04,06,39,01,403-01
Mixed_Color,0.929922,2016,04,04,09,57,54,491-01
Mixed_Color,0.943255,2016,04,04,10,48,36,511-01
Mixed_Color,0.949028,2016,04,04,13,05,03,530-01
Mixed_Color,0.957909,2016,04,04,13,58,31,532-00
Mixed_Color,0.959618,2016,04,04,14,01,30,534-01
Mixed_Color,0.960246,2016,04,04,14,14,02,545-00
Mixed_Color,0.957569,2016,04,04,14,16,33,548-00
Mixed_Color,0.961471,2016,04,04,14,25,25,554-01
Mixed_Color,0.939266,2016,04,04,15,22,10,558-00
Mixed_Color,0.910033,2016,04,04,15,49,32,562-00
Mixed_Color,0.941663,2016,04,04,16,08,19,566-01
Mixed_Color,0.94127,2016,04,04,16,31,22,582-00
Mixed_Color,0.953147,2016,04,04,16,33,09,584-01
Mixed_Color,0.903397,2016,04,05,10,58,50,201-00
Mixed_Color,0.923158,2016,04,05,11,49,03,214-00
Mixed_Color,0.929432,2016,04,05,12,21,48,217-01
Mixed_Color,0.917538,2016,04,05,12,29,50,218-00
Mixed_Color,0.927015,2016,04,05,12,30,25,219-01
Mixed_Color,0.936602,2016,04,05,12,31,50,220-01
Mixed_Color,0.921678,2016,04,05,12,38,50,228-00
Mixed_Color,0.919165,2016,04,05,12,43,22,235-01
Mixed_Color,0.941988,2016,04,05,16,01,46,243-01
Mixed_Color,0.939254,2016,04,05,16,53,50,252-01
Mixed_Color,0.942442,2016,04,05,17,13,00,259-01
Mixed_Color,0.955936,2016,04,05,17,14,59,260-00
Mixed_Color,0.947706,2016,04,05,17,16,10,261-01
Mixed_Color,0.953003,2016,04,05,19,26,25,330-01
Mixed_Color,0.926043,2016,04,06,17,13,04,636-00
Mixed_Color,0.88926,2016,04,06,19,29,46,03-00
Mixed_Color,0.835307,2016,04,06,21,04,01,21-00
Mixed_Color,0.952036,2016,04,07,11,25,44,144-00
Mixed_Color,0.960147,2016,04,03,19,22,30,338-01
Mixed_Color,0.939701,2016,04,04,13,10,56,531-00
Mixed_Color,0.95046,2016,04,04,14,15,15,547-01
Mixed_Color,0.940758,2016,04,04,15,46,27,560-01
Mixed_Color,0.941399,2016,04,04,16,42,45,591-01
Mixed_Color,0.896957,2016,04,05,06,41,06,82-01
Mixed_Color,0.904907,2016,04,05,10,58,25,200-01
Mixed_Color,0.899312,2016,04,05,14,25,18,242-00
Mixed_Color,0.931309,2016,04,05,16,02,15,244-00
Mixed_Color,0.942201,2016,04,05,16,54,53,254-00
Mixed_Color,0.949324,2016,04,05,17,23,05,266-01
Mixed_Color,0.944216,2016,04,05,19,25,23,329-01
Mixed_Color,0.881896,2016,04,05,19,42,18,339-01
Mixed_Color,0.923328,2016,04,06,06,00,42,400-00
Mixed_Color,0.886635,2016,04,06,06,37,40,408-01
Mixed_Color,0.859722,2016,04,06,06,45,59,410-00
Mixed_Color,0.907191,2016,04,06,17,42,47,666-00
Mixed_Color,0.886345,2016,04,06,19,28,15,02-00
Mixed_Color,0.932643,2016,04,07,10,59,52,125-00
Mixed_Color,0.843144,2016,04,02,20,55,30,10-00
Mixed_Color,0.919051,2016,04,04,10,38,14,506-01
Mixed_Color,0.883666,2016,04,05,11,03,26,204-00
Mixed_Color,0.916699,2016,04,05,16,03,22,245-01
Mixed_Color,0.91322,2016,04,05,16,35,58,248-01
Mixed_Color,0.930382,2016,04,05,16,39,56,249-01
Mixed_Color,0.907212,2016,04,05,16,54,16,253-01
Mixed_Color,0.902181,2016,04,05,19,33,57,336-01
Mixed_Color,0.885957,2016,04,06,06,36,49,407-00
Mixed_Color,0.821458,2016,04,02,21,18,31,19-00
Mixed_Color,0.82927,2016,04,03,20,21,40,358-01
Mixed_Color,0.840348,2016,04,03,21,05,31,373-01
Mixed_Color,0.786348,2016,04,03,22,21,39,384-00
Mixed_Color,0.770039,2016,04,04,06,34,21,401-01
Mixed_Color,0.830786,2016,04,04,21,56,06,27-00
Mixed_Color,0.837442,2016,04,04,22,12,55,36-01
Mixed_Color,0.888432,2016,04,05,12,32,29,221-01
Mixed_Color,0.805923,2016,04,02,21,03,13,13-00
Mixed_Color,0.780094,2016,04,02,21,19,08,20-01
Mixed_Color,0.74268,2016,04,02,23,29,07,37-00
Mixed_Color,0.808914,2016,04,03,20,21,16,357-01
Mixed_Color,0.753468,2016,04,03,20,30,25,361-01
Mixed_Color,0.767832,2016,04,03,20,32,23,362-01
Mixed_Color,0.710229,2016,04,03,20,36,13,364-01
Mixed_Color,0.808161,2016,04,03,20,44,39,365-00
Mixed_Color,0.904216,2016,04,04,10,39,28,507-01
Mixed_Color,0.777207,2016,04,04,19,44,34,643-00
Mixed_Color,0.823024,2016,04,04,19,45,17,644-00
Mixed_Color,0.876344,2016,04,04,22,44,58,57-00
Mixed_Color,0.84486,2016,04,05,20,25,14,354-00
Mixed_Color,0.809606,2016,04,06,06,49,22,412-00
Mixed_Color,0.852289,2016,04,06,17,14,12,638-00
Mixed_Color,0.791793,2016,04,02,21,13,13,18-00
Mixed_Color,0.820308,2016,04,03,06,59,53,46-00
Mixed_Color,0.772985,2016,04,03,20,24,36,359-01
Mixed_Color,0.681558,2016,04,04,19,54,49,647-01
Mixed_Color,0.840458,2016,04,04,22,28,26,42-00
Mixed_Color,0.823085,2016,04,04,22,42,12,52-00
Mixed_Color,0.811239,2016,04,05,20,11,36,353-01
Mixed_Color,0.800276,2016,04,03,19,46,17,341-01
Mixed_Color,0.800047,2016,04,04,22,40,17,50-00
Mixed_Color,0.777251,2016,04,04,22,42,41,53-01
Mixed_Color,0.634766,2016,04,04,22,43,32,54-01
Mixed_Color,0.639694,2016,04,06,21,01,22,19-01
Mixed_Color,0.637505,2016,04,02,23,27,05,35-00
Mixed_Color,0.686459,2016,04,02,23,28,05,36-00
Mixed_Color,0.689902,2016,04,02,23,38,13,42-01
Mixed_Color,0.666251,2016,04,03,20,33,46,363-01
Mixed_Color,0.648094,2016,04,04,00,02,37,390-00
Mixed_Color,0.687093,2016,04,04,22,32,01,45-00
Mixed_Color,0.799276,2016,04,04,22,44,24,56-01
Mixed_Color,0.717956,2016,04,05,06,26,53,81-01
Mixed_Color,0.703742,2016,04,05,20,06,29,352-01
Mixed_Color,0.724707,2016,04,05,20,29,19,355-01
Mixed_Color,0.759146,2016,04,02,21,21,29,21-01
Mixed_Color,0.718711,2016,04,03,20,13,31,352-01
Mixed_Color,0.721763,2016,04,03,20,17,52,356-00
Mixed_Color,0.680431,2016,04,04,22,41,25,51-00
Mixed_Color,0.632813,2016,04,04,23,19,21,61-01
Mixed_Color,0.674732,2016,04,06,19,36,32,05-01
Mixed_Color,0.675013,2016,04,02,23,36,50,40-00
Mixed_Color,0.63469,2016,04,03,20,10,23,350-00
Mixed_Color,0.734462,2016,04,03,20,24,59,360-01
Mixed_Color,0.68129,2016,04,04,19,39,23,642-00
Mixed_Color,0.719303,2016,04,04,21,59,58,29-01
Mixed_Color,0.687084,2016,04,04,22,44,10,55-00
Mixed_Color,0.683,2016,04,04,22,48,00,58-00
Mixed_Color,0.634097,2016,04,05,06,48,35,83-01
Mixed_Color,0.638348,2016,04,06,20,54,56,13-01
Mixed_Color,0.64652,2016,04,06,21,00,08,18-01
Mixed_Color,0.551728,2016,04,07,00,24,09,37-00
Mixed_Color,0.531716,2016,04,07,06,28,01,66-01
Mixed_Color,0.638278,2016,04,02,21,02,11,12-00
Mixed_Color,0.634466,2016,04,03,20,14,01,353-00
Mixed_Color,0.546818,2016,04,03,20,47,48,366-00
Mixed_Color,0.612896,2016,04,05,19,48,15,344-01
Mixed_Color,0.594569,2016,04,05,19,53,18,347-01
Mixed_Color,0.668474,2016,04,05,19,55,25,349-00
Mixed_Color,0.55836,2016,04,02,22,05,23,24-01
Mixed_Color,0.607247,2016,04,03,20,13,09,351-00
Mixed_Color,0.573417,2016,04,03,20,14,38,354-00
Mixed_Color,0.553244,2016,04,04,21,48,31,20-00
Mixed_Color,0.537937,2016,04,05,19,41,07,338-00
Mixed_Color,0.56105,2016,04,04,06,32,41,399-01
Mixed_Color,0.649752,2016,04,04,22,06,31,33-01
Mixed_Color,0.562677,2016,04,05,06,21,49,78-01
Mixed_Color,0.606572,2016,04,05,21,32,58,375-00
Mixed_Color,0.526738,2016,04,05,21,34,30,376-01
Mixed_Color,0.618697,2016,04,05,22,30,30,398-01
Mixed_Color,0.556092,2016,04,06,20,43,53,09-01
Mixed_Color,0.658518,2016,04,02,20,56,01,11-01
Mixed_Color,0.536695,2016,04,02,22,08,17,27-01
Mixed_Color,0.532441,2016,04,04,22,04,19,31-01
Mixed_Color,0.613515,2016,04,04,22,19,11,39-00
Mixed_Color,0.535251,2016,04,05,06,10,03,69-01
Mixed_Color,0.552298,2016,04,05,06,23,15,80-01
Mixed_Color,0.553919,2016,04,05,20,04,24,350-01
Mixed_Color,0.543026,2016,04,05,22,27,02,396-00
Mixed_Color,0.595144,2016,04,06,20,44,37,10-00
Mixed_Color,0.555267,2016,04,06,20,58,10,17-00
Mixed_Color,0.56653,2016,04,02,21,10,03,16-00
Mixed_Color,0.502235,2016,04,04,21,04,45,10-01
Mixed_Color,0.521649,2016,04,04,23,48,03,64-00
Mixed_Color,0.556395,2016,04,05,20,37,25,358-01
Mixed_Color,0.508259,2016,04,06,06,07,42,403-01
Mixed_Color,0.536474,2016,04,02,22,06,24,25-01
Mixed_Color,0.552985,2016,04,03,19,54,45,345-01
Mixed_Color,0.55456,2016,04,04,21,52,21,24-01
Mixed_Color,0.572047,2016,04,04,22,33,35,48-01
Mixed_Color,0.553517,2016,04,04,22,50,42,60-00
Mixed_Color,0.530855,2016,04,05,22,26,00,394-01
Mixed_Color,0.527858,2016,04,02,21,08,09,14-00
Mixed_Color,0.507738,2016,04,03,20,58,15,371-00
Mixed_Color,0.534135,2016,04,04,22,32,57,46-00
Mixed_Color,0.518457,2016,04,05,06,13,31,70-01
Mixed_Color,0.527861,2016,04,05,22,24,19,393-00
Mixed_Color,0.560449,2016,04,04,22,26,50,41-01
Mixed_Color,0.531058,2016,04,04,22,30,04,43-00
Mixed_Color,0.545998,2016,04,04,22,31,30,44-00
Mixed_Color,0.528402,2016,04,04,22,49,25,59-00
Monkey,0.780441,2016,04,04,06,34,21,401-01
Monkey,0.800224,2016,04,05,19,48,15,344-01
Monkey,0.810617,2016,04,06,21,57,26,31-00
Monkey,0.750771,2016,04,04,06,33,26,400-00
Monkey,0.703921,2016,04,07,00,27,50,40-00
Monkey,0.651124,2016,04,07,00,53,04,49-00
Monkey,0.770187,2016,04,04,06,32,41,399-01
Monkey,0.748801,2016,04,06,21,10,48,23-00
Monkey,0.712418,2016,04,06,21,50,27,30-01
Monkey,0.708317,2016,04,07,00,35,04,41-01
Monkey,0.72592,2016,04,05,19,54,30,348-00
Monkey,0.746117,2016,04,06,20,50,17,11-00
Monkey,0.573406,2016,04,04,21,01,46,09-01
Monkey,0.731468,2016,04,05,04,54,18,66-00
Monkey,0.609697,2016,04,07,00,36,44,42-01
Monkey,0.578764,2016,04,05,19,52,00,345-01
Monkey,0.570039,2016,04,07,00,55,32,50-00
Motor_Sport,0.762411,2016,04,04,09,03,59,462-01
Motor_Sport,0.797122,2016,04,04,10,57,05,518-00
Motor_Sport,0.697301,2016,04,03,14,07,46,227-00
Motor_Sport,0.663973,2016,04,04,18,44,00,631-00
Motor_Sport,0.637476,2016,04,06,14,17,34,590-01
Motor_Sport,0.71546,2016,04,07,14,49,56,225-01
Motor_Sport,0.72392,2016,04,03,12,27,08,171-00
Motor_Sport,0.639288,2016,04,03,13,59,21,219-00
Motor_Sport,0.615005,2016,04,03,13,59,49,220-01
Motor_Sport,0.700833,2016,04,03,14,02,42,223-00
Motor_Sport,0.73659,2016,04,04,09,09,39,467-01
Motor_Sport,0.658124,2016,04,05,11,03,26,204-00
Motor_Sport,0.691329,2016,04,06,16,48,42,623-00
Motor_Sport,0.582916,2016,04,03,12,49,09,189-01
Motor_Sport,0.727998,2016,04,03,14,14,50,231-01
Motor_Sport,0.615872,2016,04,03,14,27,47,239-01
Motor_Sport,0.64624,2016,04,03,14,44,20,250-01
Motor_Sport,0.55941,2016,04,04,09,09,28,466-01
Motor_Sport,0.755976,2016,04,04,09,36,59,477-01
Motor_Sport,0.505672,2016,04,04,09,59,29,493-01
Motor_Sport,0.615275,2016,04,04,10,01,42,495-00
Motor_Sport,0.555093,2016,04,04,18,43,09,630-01
Motor_Sport,0.592292,2016,04,05,10,43,19,190-01
Motor_Sport,0.63336,2016,04,05,18,45,09,303-01
Motor_Sport,0.624855,2016,04,06,16,26,06,617-00
Motor_Sport,0.666306,2016,04,06,16,38,31,620-00
Motor_Sport,0.542377,2016,04,07,10,53,46,121-00
Motor_Sport,0.716858,2016,04,07,16,04,41,262-00
Motor_Sport,0.679222,2016,04,03,12,27,33,172-01
Motor_Sport,0.523485,2016,04,03,12,31,17,175-00
Motor_Sport,0.549747,2016,04,03,14,23,36,234-00
Motor_Sport,0.562536,2016,04,03,14,24,43,236-01
Motor_Sport,0.55627,2016,04,04,09,08,03,465-01
Motor_Sport,0.521698,2016,04,04,09,10,10,468-00
Motor_Sport,0.564483,2016,04,04,09,10,29,469-00
Motor_Sport,0.583439,2016,04,04,09,57,54,491-01
Motor_Sport,0.656455,2016,04,04,10,29,18,503-00
Motor_Sport,0.519573,2016,04,06,16,11,48,603-00
Motor_Sport,0.565284,2016,04,06,16,17,24,611-00
Motor_Sport,0.645506,2016,04,06,16,27,54,618-00
Motor_Sport,0.500909,2016,04,07,16,08,06,263-00
Motor_Sport,0.519504,2016,04,03,14,08,42,228-01
Motor_Sport,0.526784,2016,04,03,14,54,44,258-01
Motor_Sport,0.534713,2016,04,04,18,44,32,632-00
Motor_Sport,0.570137,2016,04,05,11,01,07,203-01
Motor_Sport,0.617212,2016,04,05,11,08,22,208-01
Motor_Sport,0.584851,2016,04,05,18,44,28,302-01
Motor_Sport,0.515976,2016,04,06,16,46,18,621-00
Motor_Sport,0.652576,2016,04,03,10,43,27,142-01
Motor_Sport,0.525746,2016,04,05,10,59,39,202-01
Motor_Sport,0.514966,2016,04,04,10,52,21,513-00
Motor_Sport,0.52345,2016,04,05,10,20,05,179-01
Mud_Wrestling,0.718431,2016,04,03,14,42,30,247-01
Mud_Wrestling,0.721247,2016,04,06,17,05,44,631-01
Mud_Wrestling,0.567564,2016,04,03,14,45,58,252-01
Mud_Wrestling,0.560266,2016,04,06,09,11,36,498-01
Mud_Wrestling,0.656504,2016,04,06,17,05,13,630-00
Musical_Instrument,0.917041,2016,04,06,20,28,35,07-00
Musical_Instrument,0.880224,2016,04,06,20,43,53,09-01
Musical_Instrument,0.904555,2016,04,07,06,26,47,64-00
Musical_Instrument,0.873211,2016,04,05,06,21,49,78-01
Musical_Instrument,0.927691,2016,04,05,19,35,47,337-01
Musical_Instrument,0.902225,2016,04,06,21,00,08,18-01
Musical_Instrument,0.913303,2016,04,06,21,05,16,22-00
Musical_Instrument,0.844268,2016,04,07,01,29,40,57-01
Musical_Instrument,0.883719,2016,04,02,20,46,12,08-00
Musical_Instrument,0.901121,2016,04,03,22,44,50,388-01
Musical_Instrument,0.934504,2016,04,05,06,04,10,68-00
Musical_Instrument,0.912443,2016,04,05,19,42,18,339-01
Musical_Instrument,0.901041,2016,04,05,19,45,21,341-01
Musical_Instrument,0.890661,2016,04,05,19,45,43,342-01
Musical_Instrument,0.897564,2016,04,05,20,06,29,352-01
Musical_Instrument,0.867943,2016,04,05,21,48,33,381-00
Musical_Instrument,0.849795,2016,04,06,20,57,07,16-00
Musical_Instrument,0.878419,2016,04,06,21,12,51,24-00
Musical_Instrument,0.592738,2016,04,07,06,21,41,62-00
Musical_Instrument,0.844753,2016,04,02,20,03,34,01-00
Musical_Instrument,0.840831,2016,04,02,20,09,42,02-01
Musical_Instrument,0.822655,2016,04,02,20,20,02,03-00
Musical_Instrument,0.833912,2016,04,02,20,20,56,04-01
Musical_Instrument,0.913106,2016,04,02,22,05,23,24-01
Musical_Instrument,0.90798,2016,04,04,22,49,25,59-00
Musical_Instrument,0.867418,2016,04,04,23,46,06,62-01
Musical_Instrument,0.904963,2016,04,05,19,11,52,320-01
Musical_Instrument,0.910437,2016,04,05,19,30,45,332-00
Musical_Instrument,0.894795,2016,04,05,21,19,51,366-00
Musical_Instrument,0.913609,2016,04,05,21,52,33,385-01
Musical_Instrument,0.845102,2016,04,06,00,42,29,399-01
Musical_Instrument,0.825509,2016,04,06,20,54,56,13-01
Musical_Instrument,0.845296,2016,04,06,21,01,22,19-01
Musical_Instrument,0.788625,2016,04,06,21,17,08,27-01
Musical_Instrument,0.834664,2016,04,07,01,21,47,56-00
Musical_Instrument,0.803732,2016,04,03,20,07,56,348-01
Musical_Instrument,0.924187,2016,04,04,09,35,16,476-01
Musical_Instrument,0.797518,2016,04,04,21,30,06,18-01
Musical_Instrument,0.816838,2016,04,04,21,31,27,19-01
Musical_Instrument,0.907708,2016,04,04,23,19,21,61-01
Musical_Instrument,0.917676,2016,04,05,19,32,28,334-00
Musical_Instrument,0.880052,2016,04,05,20,59,56,364-00
Musical_Instrument,0.890647,2016,04,05,21,00,32,365-01
Musical_Instrument,0.849537,2016,04,05,21,20,14,367-01
Musical_Instrument,0.843389,2016,04,05,21,35,27,377-01
Musical_Instrument,0.90264,2016,04,05,21,53,34,387-00
Musical_Instrument,0.917207,2016,04,05,22,24,19,393-00
Musical_Instrument,0.92037,2016,04,06,06,00,42,400-00
Musical_Instrument,0.794209,2016,04,06,20,44,37,10-00
Musical_Instrument,0.770816,2016,04,06,20,56,16,15-00
Musical_Instrument,0.773393,2016,04,06,20,58,10,17-00
Musical_Instrument,0.836326,2016,04,06,21,14,54,25-01
Musical_Instrument,0.855316,2016,04,06,21,15,34,26-00
Musical_Instrument,0.714228,2016,04,07,00,44,13,47-00
Musical_Instrument,0.782753,2016,04,07,01,07,23,54-00
Musical_Instrument,0.819423,2016,04,02,20,45,21,07-01
Musical_Instrument,0.785001,2016,04,02,20,52,55,09-00
Musical_Instrument,0.904693,2016,04,03,11,50,58,153-00
Musical_Instrument,0.846886,2016,04,03,19,54,45,345-01
Musical_Instrument,0.754834,2016,04,03,20,58,15,371-00
Musical_Instrument,0.850824,2016,04,04,22,36,44,49-01
Musical_Instrument,0.819051,2016,04,05,09,35,48,165-00
Musical_Instrument,0.879239,2016,04,05,19,43,25,340-00
Musical_Instrument,0.828205,2016,04,05,20,38,55,360-01
Musical_Instrument,0.861063,2016,04,05,20,44,35,362-01
Musical_Instrument,0.731344,2016,04,05,21,32,58,375-00
Musical_Instrument,0.723964,2016,04,06,21,02,33,20-00
Musical_Instrument,0.902984,2016,04,07,07,13,18,80-01
Musical_Instrument,0.804092,2016,04,05,17,38,15,272-01
Musical_Instrument,0.866579,2016,04,05,18,28,43,293-00
Musical_Instrument,0.857784,2016,04,05,19,12,34,321-00
Musical_Instrument,0.666096,2016,04,07,00,57,37,51-00
Musical_Instrument,0.694164,2016,04,07,06,27,15,65-00
Musical_Instrument,0.756583,2016,04,03,22,33,10,385-00
Musical_Instrument,0.788214,2016,04,05,19,13,32,322-01
Musical_Instrument,0.730691,2016,04,05,21,31,21,373-00
Musical_Instrument,0.644102,2016,04,07,00,24,43,38-01
Musical_Instrument,0.767405,2016,04,07,02,15,20,58-00
Musical_Instrument,0.596643,2016,04,07,06,28,01,66-01
Musical_Instrument,0.67834,2016,04,04,20,21,32,655-01
Musical_Instrument,0.569393,2016,04,06,06,15,34,405-00
Musical_Instrument,0.75328,2016,04,06,06,36,49,407-00
Musical_Instrument,0.640381,2016,04,06,20,55,36,14-01
Musical_Instrument,0.700499,2016,04,06,22,18,22,32-00
Musical_Instrument,0.594765,2016,04,02,22,26,42,30-01
Musical_Instrument,0.686796,2016,04,03,20,14,38,354-00
Musical_Instrument,0.640196,2016,04,03,22,43,12,387-00
Musical_Instrument,0.766542,2016,04,04,20,59,21,07-01
Musical_Instrument,0.599019,2016,04,05,19,52,00,345-01
Musical_Instrument,0.595806,2016,04,05,19,52,24,346-00
Musical_Instrument,0.619114,2016,04,06,22,51,51,33-01
Musical_Instrument,0.58883,2016,04,07,00,35,04,41-01
Musical_Instrument,0.62852,2016,04,07,00,39,32,43-01
Musical_Instrument,0.621441,2016,04,05,19,46,31,343-01
Musical_Instrument,0.598913,2016,04,07,01,10,18,55-00
Musical_Instrument,0.592025,2016,04,07,05,39,56,61-00
Musical_Instrument,0.62757,2016,04,06,21,04,01,21-00
Musical_Instrument,0.513786,2016,04,07,00,24,09,37-00
Musical_Instrument,0.523792,2016,04,07,00,36,44,42-01
Musical_Instrument,0.558499,2016,04,07,06,40,45,68-01
Musical_Instrument,0.601021,2016,04,03,20,13,09,351-00
Musical_Instrument,0.511365,2016,04,02,22,27,32,31-00
Night_Club,0.732886,2016,04,02,21,55,24,23-00
Night_Sky,0.971937,2016,04,02,20,09,42,02-01
Night_Sky,0.972693,2016,04,02,20,20,02,03-00
Night_Sky,0.960483,2016,04,02,20,20,56,04-01
Night_Sky,0.965346,2016,04,02,20,21,16,05-01
Night_Sky,0.970858,2016,04,02,20,52,55,09-00
Night_Sky,0.9708,2016,04,02,21,23,58,22-00
Night_Sky,0.970576,2016,04,02,21,55,24,23-00
Night_Sky,0.961169,2016,04,02,22,30,29,34-01
Night_Sky,0.958811,2016,04,03,23,15,28,389-01
Night_Sky,0.954568,2016,04,02,20,03,34,01-00
Night_Sky,0.952119,2016,04,02,20,43,31,06-00
Night_Sky,0.909769,2016,04,02,20,45,21,07-01
Night_Sky,0.947712,2016,04,02,20,46,12,08-00
Night_Sky,0.925923,2016,04,02,22,20,01,29-00
Night_Sky,0.941133,2016,04,03,22,34,42,386-01
Night_Sky,0.951938,2016,04,03,22,43,12,387-00
Night_Sky,0.893711,2016,04,02,22,27,32,31-00
Night_Sky,0.921592,2016,04,03,22,33,10,385-00
Night_Sky,0.82349,2016,04,02,22,27,45,32-01
Night_Sky,0.660153,2016,04,03,06,53,24,45-00
Night_Sky,0.740259,2016,04,02,23,50,06,44-00
Night_Sky,0.70089,2016,04,05,02,17,56,65-01
Night_Sky,0.72258,2016,04,05,04,54,18,66-00
Night_Sky,0.657599,2016,04,05,05,16,41,67-01
Night_Sky,0.556531,2016,04,02,22,28,54,33-01
Noodles,0.553475,2016,04,03,20,17,52,356-00
Nursery,0.811439,2016,04,03,15,35,31,268-00
Nursery,0.654969,2016,04,03,18,45,11,324-01
Operating_Room,0.838473,2016,04,03,15,42,41,273-01
Operating_Room,0.871933,2016,04,05,18,12,07,285-00
Operating_Room,0.793551,2016,04,05,17,13,00,259-01
Operating_Room,0.754773,2016,04,03,14,42,01,246-00
Operating_Room,0.831559,2016,04,03,18,11,02,314-01
Operating_Room,0.748311,2016,04,03,18,14,51,317-01
Operating_Room,0.780345,2016,04,03,18,15,51,319-00
Operating_Room,0.729108,2016,04,05,17,17,01,262-00
Operating_Room,0.738124,2016,04,05,17,23,05,266-01
Operating_Room,0.682399,2016,04,03,17,09,38,299-01
Operating_Room,0.730452,2016,04,04,16,16,48,569-01
Operating_Room,0.725652,2016,04,05,17,14,59,260-00
Operating_Room,0.778942,2016,04,06,17,16,45,643-01
Operating_Room,0.732771,2016,04,06,17,35,25,661-00
Operating_Room,0.701462,2016,04,06,17,44,17,667-00
Operating_Room,0.681086,2016,04,03,15,53,14,283-00
Operating_Room,0.612049,2016,04,05,10,32,41,185-01
Operating_Room,0.740831,2016,04,05,16,55,39,255-00
Operating_Room,0.698436,2016,04,05,17,22,28,265-00
Operating_Room,0.688335,2016,04,05,11,03,26,204-00
Operating_Room,0.749079,2016,04,05,17,16,10,261-01
Operating_Room,0.676123,2016,04,05,17,20,30,264-01
Operating_Room,0.612488,2016,04,06,18,04,26,674-01
Oven,0.954791,2016,04,03,13,57,33,216-00
Oven,0.948556,2016,04,03,15,50,59,282-01
Oven,0.958449,2016,04,03,19,21,13,336-00
Oven,0.923246,2016,04,03,19,38,20,340-00
Oven,0.940154,2016,04,03,20,33,46,363-01
Oven,0.947814,2016,04,04,10,38,14,506-01
Oven,0.94939,2016,04,04,10,48,36,511-01
Oven,0.953714,2016,04,04,10,58,25,519-01
Oven,0.940195,2016,04,04,15,49,32,562-00
Oven,0.946203,2016,04,04,21,56,06,27-00
Oven,0.922036,2016,04,05,11,03,26,204-00
Oven,0.94494,2016,04,05,12,31,50,220-01
Oven,0.941521,2016,04,05,12,43,22,235-01
Oven,0.945988,2016,04,05,14,17,48,239-00
Oven,0.952993,2016,04,05,16,55,39,255-00
Oven,0.953369,2016,04,05,19,41,07,338-00
Oven,0.90357,2016,04,02,20,55,30,10-00
Oven,0.941003,2016,04,03,08,46,46,71-01
Oven,0.941111,2016,04,03,08,49,03,73-01
Oven,0.938356,2016,04,03,08,50,10,74-00
Oven,0.956393,2016,04,03,08,56,04,80-00
Oven,0.961265,2016,04,03,09,19,41,100-00
Oven,0.947475,2016,04,03,09,32,52,109-01
Oven,0.949164,2016,04,03,09,37,09,113-01
Oven,0.955432,2016,04,03,10,22,08,127-00
Oven,0.946407,2016,04,03,10,39,48,137-01
Oven,0.938154,2016,04,03,10,42,57,141-00
Oven,0.953501,2016,04,03,10,44,21,143-00
Oven,0.942705,2016,04,03,10,44,38,144-01
Oven,0.9325,2016,04,03,10,47,50,149-00
Oven,0.944856,2016,04,03,10,49,09,150-01
Oven,0.949071,2016,04,03,10,51,51,152-00
Oven,0.933856,2016,04,03,11,55,50,157-01
Oven,0.949516,2016,04,03,11,56,58,158-01
Oven,0.934594,2016,04,03,11,58,39,160-01
