ARRAY_INDEX,CLASSIFIER_ID,NAME,SCORE,_ID
2,Oven,Oven,0.94956,20160403085510-78-00
1,Stove,Stove,0.961901,20160403085510-78-00
0,Mixed_Color,Mixed_Color,0.97253,20160403085510-78-00
12,Riot,Riot,0.544795,20160403073552-49-00
11,Big_Group,Big_Group,0.565153,20160403073552-49-00
10,Flood,Flood,0.624694,20160403073552-49-00
9,Engine_Room,Engine_Room,0.79751,20160403073552-49-00
8,Beauty_Salon,Beauty_Salon,0.805419,20160403073552-49-00
7,Stockroom,Stockroom,0.809619,20160403073552-49-00
6,Food_Court,Food_Court,0.811173,20160403073552-49-00
5,Pubbing,Pubbing,0.851153,20160403073552-49-00
4,Oven,Oven,0.90515,20160403073552-49-00
3,Microwave,Microwave,0.928338,20160403073552-49-00
2,Stove,Stove,0.946802,20160403073552-49-00
1,Dish_Washer,Dish_Washer,0.952099,20160403073552-49-00
0,Mixed_Color,Mixed_Color,0.965976,20160403073552-49-00
15,Whiskey,Whiskey,0.516793,20160403091845-99-01
14,Riot,Riot,0.553615,20160403091845-99-01
13,Conference_Room,Conference_Room,0.623612,20160403091845-99-01
12,Storm,Storm,0.62605,20160403091845-99-01
11,Industrial_Space,Industrial_Space,0.662134,20160403091845-99-01
10,Engine_Room,Engine_Room,0.754628,20160403091845-99-01
9,Stockroom,Stockroom,0.83473,20160403091845-99-01
8,Bookstore,Bookstore,0.848922,20160403091845-99-01
7,Pubbing,Pubbing,0.87045,20160403091845-99-01
6,Engine_or_Control_Room,Engine_or_Control_Room,0.912517,20160403091845-99-01
5,Control_Room,Control_Room,0.928521,20160403091845-99-01
4,Dish_Washer,Dish_Washer,0.943948,20160403091845-99-01
3,Microwave,Microwave,0.946972,20160403091845-99-01
2,Oven,Oven,0.953933,20160403091845-99-01
1,Stove,Stove,0.956642,20160403091845-99-01
0,Mixed_Color,Mixed_Color,0.971422,20160403091845-99-01
17,Appliance,Appliance,0.514421,20160403085057-75-01
16,Leisure_Activity,Leisure_Activity,0.525555,20160403085057-75-01
15,Table_Tennis,Table_Tennis,0.663528,20160403085057-75-01
14,Industrial_Space,Industrial_Space,0.689119,20160403085057-75-01
13,Living_Room,Living_Room,0.705608,20160403085057-75-01
12,Big_Group,Big_Group,0.707941,20160403085057-75-01
11,Conference_Room,Conference_Room,0.744306,20160403085057-75-01
10,Engine_or_Control_Room,Engine_or_Control_Room,0.756198,20160403085057-75-01
9,Distillery,Distillery,0.777052,20160403085057-75-01
8,Dining_Hall,Dining_Hall,0.784629,20160403085057-75-01
7,Control_Room,Control_Room,0.793125,20160403085057-75-01
6,Stockroom,Stockroom,0.863387,20160403085057-75-01
5,Pubbing,Pubbing,0.864224,20160403085057-75-01
4,Microwave,Microwave,0.90485,20160403085057-75-01
3,Oven,Oven,0.924225,20160403085057-75-01
2,Dish_Washer,Dish_Washer,0.933214,20160403085057-75-01
1,Stove,Stove,0.946314,20160403085057-75-01
0,Mixed_Color,Mixed_Color,0.968322,20160403085057-75-01
20,Earthquake,Earthquake,0.528517,20160403084428-69-00
19,Appliance,Appliance,0.530789,20160403084428-69-00
18,Coffee,Coffee,0.539763,20160403084428-69-00
17,Big_Group,Big_Group,0.594745,20160403084428-69-00
16,Whiskey,Whiskey,0.606253,20160403084428-69-00
15,Kayaking,Kayaking,0.622987,20160403084428-69-00
14,Riot,Riot,0.634058,20160403084428-69-00
13,Industrial_Space,Industrial_Space,0.671653,20160403084428-69-00
12,Living_Room,Living_Room,0.679046,20160403084428-69-00
11,Engine_Room,Engine_Room,0.770934,20160403084428-69-00
10,Conference_Room,Conference_Room,0.807729,20160403084428-69-00
9,Stockroom,Stockroom,0.808332,20160403084428-69-00
8,Beauty_Salon,Beauty_Salon,0.832796,20160403084428-69-00
7,Pubbing,Pubbing,0.860933,20160403084428-69-00
6,Microwave,Microwave,0.886487,20160403084428-69-00
5,Control_Room,Control_Room,0.907976,20160403084428-69-00
4,Engine_or_Control_Room,Engine_or_Control_Room,0.918475,20160403084428-69-00
3,Dish_Washer,Dish_Washer,0.922848,20160403084428-69-00
2,Oven,Oven,0.942165,20160403084428-69-00
1,Stove,Stove,0.966058,20160403084428-69-00
0,Mixed_Color,Mixed_Color,0.970037,20160403084428-69-00
17,Whiskey,Whiskey,0.517184,20160403074135-56-00
16,Appliance,Appliance,0.522751,20160403074135-56-00
15,Yellow,Yellow,0.546585,20160403074135-56-00
14,Living_Room,Living_Room,0.613607,20160403074135-56-00
13,Indoor_Volleyball,Indoor_Volleyball,0.618725,20160403074135-56-00
12,Conference_Room,Conference_Room,0.626623,20160403074135-56-00
11,Archery,Archery,0.65785,20160403074135-56-00
10,Beauty_Salon,Beauty_Salon,0.677844,20160403074135-56-00
9,Distillery,Distillery,0.703953,20160403074135-56-00
8,Stockroom,Stockroom,0.782159,20160403074135-56-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.861604,20160403074135-56-00
6,Pubbing,Pubbing,0.870836,20160403074135-56-00
5,Oven,Oven,0.880661,20160403074135-56-00
4,Control_Room,Control_Room,0.894928,20160403074135-56-00
3,Microwave,Microwave,0.93512,20160403074135-56-00
2,Stove,Stove,0.937782,20160403074135-56-00
1,Dish_Washer,Dish_Washer,0.950801,20160403074135-56-00
0,Mixed_Color,Mixed_Color,0.967475,20160403074135-56-00
16,Living_Room,Living_Room,0.50623,20160403085553-79-00
15,Appliance,Appliance,0.509928,20160403085553-79-00
14,Archery,Archery,0.519659,20160403085553-79-00
13,Tool,Tool,0.54562,20160403085553-79-00
12,Industrial_Scene,Industrial_Scene,0.582999,20160403085553-79-00
11,Industrial_Space,Industrial_Space,0.631507,20160403085553-79-00
10,Courtroom,Courtroom,0.834989,20160403085553-79-00
9,Car_Repair_Shop,Car_Repair_Shop,0.837446,20160403085553-79-00
8,Stockroom,Stockroom,0.848568,20160403085553-79-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.850903,20160403085553-79-00
6,Pubbing,Pubbing,0.861028,20160403085553-79-00
5,Control_Room,Control_Room,0.877934,20160403085553-79-00
4,Heavy_Truck,Heavy_Truck,0.899239,20160403085553-79-00
3,Oven,Oven,0.946586,20160403085553-79-00
2,Dish_Washer,Dish_Washer,0.94979,20160403085553-79-00
1,Stove,Stove,0.958571,20160403085553-79-00
0,Mixed_Color,Mixed_Color,0.971484,20160403085553-79-00
15,Appliance,Appliance,0.527849,20160403074304-58-01
14,Living_Room,Living_Room,0.540323,20160403074304-58-01
13,Yellow,Yellow,0.574707,20160403074304-58-01
12,Industrial_Space,Industrial_Space,0.591268,20160403074304-58-01
11,Indoor_Volleyball,Indoor_Volleyball,0.59809,20160403074304-58-01
10,Food_Court,Food_Court,0.720977,20160403074304-58-01
9,Stockroom,Stockroom,0.795489,20160403074304-58-01
8,Beauty_Salon,Beauty_Salon,0.802766,20160403074304-58-01
7,Engine_or_Control_Room,Engine_or_Control_Room,0.889114,20160403074304-58-01
6,Pubbing,Pubbing,0.89637,20160403074304-58-01
5,Oven,Oven,0.914154,20160403074304-58-01
4,Control_Room,Control_Room,0.915389,20160403074304-58-01
3,Microwave,Microwave,0.934375,20160403074304-58-01
2,Dish_Washer,Dish_Washer,0.939346,20160403074304-58-01
1,Stove,Stove,0.958161,20160403074304-58-01
0,Mixed_Color,Mixed_Color,0.96769,20160403074304-58-01
13,Crowd,Crowd,0.536516,20160403065324-45-00
12,Gray,Gray,0.582278,20160403065324-45-00
11,Foundry,Foundry,0.594617,20160403065324-45-00
10,Leisure_Activity,Leisure_Activity,0.609746,20160403065324-45-00
9,Night_Sky,Night_Sky,0.660153,20160403065324-45-00
8,Anechoic_Chamber,Anechoic_Chamber,0.669468,20160403065324-45-00
7,Flood,Flood,0.7083,20160403065324-45-00
6,Stove,Stove,0.726935,20160403065324-45-00
5,Daiquiri,Daiquiri,0.72997,20160403065324-45-00
4,Rest_Room,Rest_Room,0.756679,20160403065324-45-00
3,Microwave,Microwave,0.773271,20160403065324-45-00
2,Prison,Prison,0.890823,20160403065324-45-00
1,Refrigerator,Refrigerator,0.896128,20160403065324-45-00
0,Black,Black,0.94187,20160403065324-45-00
14,Storm,Storm,0.514818,20160403092457-105-00
13,Appliance,Appliance,0.520856,20160403092457-105-00
12,Riot,Riot,0.549689,20160403092457-105-00
11,Whiskey,Whiskey,0.576117,20160403092457-105-00
10,Airport_Terminal,Airport_Terminal,0.660917,20160403092457-105-00
9,Engine_Room,Engine_Room,0.726076,20160403092457-105-00
8,Stockroom,Stockroom,0.83922,20160403092457-105-00
7,Pubbing,Pubbing,0.879086,20160403092457-105-00
6,Control_Room,Control_Room,0.892682,20160403092457-105-00
5,Engine_or_Control_Room,Engine_or_Control_Room,0.898988,20160403092457-105-00
4,Microwave,Microwave,0.931388,20160403092457-105-00
3,Stove,Stove,0.946141,20160403092457-105-00
2,Oven,Oven,0.9462,20160403092457-105-00
1,Dish_Washer,Dish_Washer,0.950366,20160403092457-105-00
0,Mixed_Color,Mixed_Color,0.970489,20160403092457-105-00
16,Riot,Riot,0.511718,20160403085632-82-00
15,Crowd,Crowd,0.51602,20160403085632-82-00
14,Pubbing,Pubbing,0.523779,20160403085632-82-00
13,Eatery_Space,Eatery_Space,0.547898,20160403085632-82-00
12,Restaurant,Restaurant,0.570492,20160403085632-82-00
11,Archery,Archery,0.627962,20160403085632-82-00
10,Big_Group,Big_Group,0.705108,20160403085632-82-00
9,Beauty_Salon,Beauty_Salon,0.822573,20160403085632-82-00
8,Engine_Room,Engine_Room,0.867755,20160403085632-82-00
7,Heavy_Truck,Heavy_Truck,0.874528,20160403085632-82-00
6,Control_Room,Control_Room,0.884967,20160403085632-82-00
5,Car_Repair_Shop,Car_Repair_Shop,0.895706,20160403085632-82-00
4,Engine_or_Control_Room,Engine_or_Control_Room,0.897732,20160403085632-82-00
3,Dish_Washer,Dish_Washer,0.926642,20160403085632-82-00
2,Oven,Oven,0.940522,20160403085632-82-00
1,Stove,Stove,0.958253,20160403085632-82-00
0,Mixed_Color,Mixed_Color,0.97144,20160403085632-82-00
17,Appliance,Appliance,0.514431,20160403074001-54-00
16,Flood,Flood,0.541686,20160403074001-54-00
15,Store,Store,0.574566,20160403074001-54-00
14,Industrial_Space,Industrial_Space,0.587504,20160403074001-54-00
13,Kayaking,Kayaking,0.60174,20160403074001-54-00
12,Archery,Archery,0.617448,20160403074001-54-00
11,Living_Room,Living_Room,0.672031,20160403074001-54-00
10,Shopping,Shopping,0.702094,20160403074001-54-00
9,Pubbing,Pubbing,0.732371,20160403074001-54-00
8,Beauty_Salon,Beauty_Salon,0.752115,20160403074001-54-00
7,Food_Court,Food_Court,0.765574,20160403074001-54-00
6,Distillery,Distillery,0.777949,20160403074001-54-00
5,Stockroom,Stockroom,0.800442,20160403074001-54-00
4,Oven,Oven,0.883114,20160403074001-54-00
3,Microwave,Microwave,0.903614,20160403074001-54-00
2,Dish_Washer,Dish_Washer,0.948564,20160403074001-54-00
1,Stove,Stove,0.965352,20160403074001-54-00
0,Mixed_Color,Mixed_Color,0.969788,20160403074001-54-00
17,Appliance,Appliance,0.524667,20160403074623-61-00
16,Eatery_Space,Eatery_Space,0.53235,20160403074623-61-00
15,Whiskey,Whiskey,0.546541,20160403074623-61-00
14,Yellow,Yellow,0.554961,20160403074623-61-00
13,Indoor_Volleyball,Indoor_Volleyball,0.6144,20160403074623-61-00
12,Industrial_Space,Industrial_Space,0.627002,20160403074623-61-00
11,Living_Room,Living_Room,0.643464,20160403074623-61-00
10,Food_Court,Food_Court,0.763022,20160403074623-61-00
9,Stockroom,Stockroom,0.777929,20160403074623-61-00
8,Distillery,Distillery,0.822656,20160403074623-61-00
7,Pubbing,Pubbing,0.828825,20160403074623-61-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.848946,20160403074623-61-00
5,Oven,Oven,0.874249,20160403074623-61-00
4,Control_Room,Control_Room,0.907197,20160403074623-61-00
3,Microwave,Microwave,0.930847,20160403074623-61-00
2,Dish_Washer,Dish_Washer,0.933147,20160403074623-61-00
1,Stove,Stove,0.948822,20160403074623-61-00
0,Mixed_Color,Mixed_Color,0.967212,20160403074623-61-00
16,Appliance,Appliance,0.529212,20160403074156-57-00
15,Whiskey,Whiskey,0.542369,20160403074156-57-00
14,Yellow,Yellow,0.543489,20160403074156-57-00
13,Living_Room,Living_Room,0.547638,20160403074156-57-00
12,Industrial_Space,Industrial_Space,0.56,20160403074156-57-00
11,Archery,Archery,0.623278,20160403074156-57-00
10,Stockroom,Stockroom,0.679326,20160403074156-57-00
9,Food_Court,Food_Court,0.700962,20160403074156-57-00
8,Distillery,Distillery,0.723929,20160403074156-57-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.848948,20160403074156-57-00
6,Control_Room,Control_Room,0.854853,20160403074156-57-00
5,Oven,Oven,0.895453,20160403074156-57-00
4,Pubbing,Pubbing,0.91425,20160403074156-57-00
3,Microwave,Microwave,0.921879,20160403074156-57-00
2,Stove,Stove,0.938709,20160403074156-57-00
1,Dish_Washer,Dish_Washer,0.958236,20160403074156-57-00
0,Mixed_Color,Mixed_Color,0.970058,20160403074156-57-00
14,Whiskey,Whiskey,0.564367,20160403093709-113-01
13,Riot,Riot,0.575597,20160403093709-113-01
12,Archery,Archery,0.580113,20160403093709-113-01
11,Table_Tennis,Table_Tennis,0.593291,20160403093709-113-01
10,Pubbing,Pubbing,0.71329,20160403093709-113-01
9,Car_Repair_Shop,Car_Repair_Shop,0.7907,20160403093709-113-01
8,Stockroom,Stockroom,0.817023,20160403093709-113-01
7,Engine_Room,Engine_Room,0.840476,20160403093709-113-01
6,Engine_or_Control_Room,Engine_or_Control_Room,0.878066,20160403093709-113-01
5,Control_Room,Control_Room,0.918426,20160403093709-113-01
4,Bottled_Water,Bottled_Water,0.919825,20160403093709-113-01
3,Dish_Washer,Dish_Washer,0.94679,20160403093709-113-01
2,Stove,Stove,0.948084,20160403093709-113-01
1,Oven,Oven,0.949164,20160403093709-113-01
0,Mixed_Color,Mixed_Color,0.966877,20160403093709-113-01
16,Whiskey,Whiskey,0.514436,20160403074519-60-01
15,Appliance,Appliance,0.525323,20160403074519-60-01
14,Living_Room,Living_Room,0.544932,20160403074519-60-01
13,Yellow,Yellow,0.557372,20160403074519-60-01
12,Eatery_Space,Eatery_Space,0.562403,20160403074519-60-01
11,Conference_Room,Conference_Room,0.627882,20160403074519-60-01
10,Stockroom,Stockroom,0.650516,20160403074519-60-01
9,Distillery,Distillery,0.711564,20160403074519-60-01
8,Beauty_Salon,Beauty_Salon,0.727419,20160403074519-60-01
7,Engine_or_Control_Room,Engine_or_Control_Room,0.811217,20160403074519-60-01
6,Pubbing,Pubbing,0.871806,20160403074519-60-01
5,Control_Room,Control_Room,0.904319,20160403074519-60-01
4,Oven,Oven,0.911399,20160403074519-60-01
3,Microwave,Microwave,0.926777,20160403074519-60-01
2,Stove,Stove,0.936125,20160403074519-60-01
1,Dish_Washer,Dish_Washer,0.95083,20160403074519-60-01
0,Mixed_Color,Mixed_Color,0.967291,20160403074519-60-01
17,Big_Group,Big_Group,0.521891,20160403085823-83-00
16,Table_Tennis,Table_Tennis,0.527684,20160403085823-83-00
15,Eatery_Space,Eatery_Space,0.547607,20160403085823-83-00
14,Industrial_Space,Industrial_Space,0.548235,20160403085823-83-00
13,Whiskey,Whiskey,0.567323,20160403085823-83-00
12,Crowd,Crowd,0.615355,20160403085823-83-00
11,Tool,Tool,0.628737,20160403085823-83-00
10,Pubbing,Pubbing,0.776894,20160403085823-83-00
9,Beauty_Salon,Beauty_Salon,0.789757,20160403085823-83-00
8,Stockroom,Stockroom,0.792701,20160403085823-83-00
7,Car_Repair_Shop,Car_Repair_Shop,0.820793,20160403085823-83-00
6,Control_Room,Control_Room,0.845157,20160403085823-83-00
5,Microwave,Microwave,0.886432,20160403085823-83-00
4,Engine_or_Control_Room,Engine_or_Control_Room,0.90195,20160403085823-83-00
3,Oven,Oven,0.931293,20160403085823-83-00
2,Dish_Washer,Dish_Washer,0.944648,20160403085823-83-00
1,Stove,Stove,0.954878,20160403085823-83-00
0,Mixed_Color,Mixed_Color,0.972044,20160403085823-83-00
16,Tool,Tool,0.533684,20160403085943-84-01
15,Whiskey,Whiskey,0.551441,20160403085943-84-01
14,Eatery_Space,Eatery_Space,0.582983,20160403085943-84-01
13,Restaurant,Restaurant,0.584306,20160403085943-84-01
12,Archery,Archery,0.623136,20160403085943-84-01
11,Conference_Room,Conference_Room,0.669123,20160403085943-84-01
10,Pubbing,Pubbing,0.773517,20160403085943-84-01
9,Car_Repair_Shop,Car_Repair_Shop,0.844626,20160403085943-84-01
8,Stockroom,Stockroom,0.854194,20160403085943-84-01
7,Engine_Room,Engine_Room,0.889199,20160403085943-84-01
6,Control_Room,Control_Room,0.90055,20160403085943-84-01
5,Bottled_Water,Bottled_Water,0.902045,20160403085943-84-01
4,Engine_or_Control_Room,Engine_or_Control_Room,0.924451,20160403085943-84-01
3,Dish_Washer,Dish_Washer,0.947234,20160403085943-84-01
2,Oven,Oven,0.950412,20160403085943-84-01
1,Stove,Stove,0.954361,20160403085943-84-01
0,Mixed_Color,Mixed_Color,0.970217,20160403085943-84-01
16,Conference_Room,Conference_Room,0.505613,20160403085353-77-00
15,Riot,Riot,0.514454,20160403085353-77-00
14,Appliance,Appliance,0.515947,20160403085353-77-00
13,Tool,Tool,0.519888,20160403085353-77-00
12,Table_Tennis,Table_Tennis,0.581791,20160403085353-77-00
11,Archery,Archery,0.6033,20160403085353-77-00
10,Courtroom,Courtroom,0.768956,20160403085353-77-00
9,Car_Repair_Shop,Car_Repair_Shop,0.793921,20160403085353-77-00
8,Pubbing,Pubbing,0.826022,20160403085353-77-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.843518,20160403085353-77-00
6,Stockroom,Stockroom,0.847554,20160403085353-77-00
5,Control_Room,Control_Room,0.88117,20160403085353-77-00
4,Microwave,Microwave,0.893684,20160403085353-77-00
3,Dish_Washer,Dish_Washer,0.945064,20160403085353-77-00
2,Oven,Oven,0.950951,20160403085353-77-00
1,Stove,Stove,0.963354,20160403085353-77-00
0,Mixed_Color,Mixed_Color,0.972574,20160403085353-77-00
17,Whiskey,Whiskey,0.505162,20160403080303-65-00
16,Appliance,Appliance,0.507776,20160403080303-65-00
15,Living_Room,Living_Room,0.516775,20160403080303-65-00
14,Conference_Room,Conference_Room,0.545295,20160403080303-65-00
13,Industrial_Space,Industrial_Space,0.560562,20160403080303-65-00
12,Pubbing,Pubbing,0.56856,20160403080303-65-00
11,Flood,Flood,0.607186,20160403080303-65-00
10,Classroom,Classroom,0.618503,20160403080303-65-00
9,Engine_Room,Engine_Room,0.64685,20160403080303-65-00
8,Dining_Hall,Dining_Hall,0.680693,20160403080303-65-00
7,Table_Tennis,Table_Tennis,0.785464,20160403080303-65-00
6,Car_Repair_Shop,Car_Repair_Shop,0.78811,20160403080303-65-00
5,Stockroom,Stockroom,0.8216,20160403080303-65-00
4,Microwave,Microwave,0.894145,20160403080303-65-00
3,Oven,Oven,0.913425,20160403080303-65-00
2,Dish_Washer,Dish_Washer,0.947916,20160403080303-65-00
1,Stove,Stove,0.962271,20160403080303-65-00
0,Mixed_Color,Mixed_Color,0.969627,20160403080303-65-00
18,Yellow,Yellow,0.506626,20160403075247-63-01
17,Eatery_Space,Eatery_Space,0.50816,20160403075247-63-01
16,Appliance,Appliance,0.510167,20160403075247-63-01
15,Whiskey,Whiskey,0.524025,20160403075247-63-01
14,Conference_Room,Conference_Room,0.643126,20160403075247-63-01
13,Dining_Car,Dining_Car,0.676209,20160403075247-63-01
12,Kayaking,Kayaking,0.686004,20160403075247-63-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.719686,20160403075247-63-01
10,Archery,Archery,0.742243,20160403075247-63-01
9,Industrial_Space,Industrial_Space,0.746632,20160403075247-63-01
8,Control_Room,Control_Room,0.826966,20160403075247-63-01
7,Stockroom,Stockroom,0.830989,20160403075247-63-01
6,Distillery,Distillery,0.846365,20160403075247-63-01
5,Pubbing,Pubbing,0.851058,20160403075247-63-01
4,Microwave,Microwave,0.902734,20160403075247-63-01
3,Oven,Oven,0.910808,20160403075247-63-01
2,Dish_Washer,Dish_Washer,0.948027,20160403075247-63-01
1,Stove,Stove,0.960054,20160403075247-63-01
0,Mixed_Color,Mixed_Color,0.963856,20160403075247-63-01
16,Appliance,Appliance,0.527893,20160403090251-86-01
15,Archery,Archery,0.550702,20160403090251-86-01
14,Storm,Storm,0.621843,20160403090251-86-01
13,Living_Room,Living_Room,0.649026,20160403090251-86-01
12,Food_Court,Food_Court,0.715227,20160403090251-86-01
11,Tool,Tool,0.737871,20160403090251-86-01
10,Table_Tennis,Table_Tennis,0.792626,20160403090251-86-01
9,Pubbing,Pubbing,0.802801,20160403090251-86-01
8,Stockroom,Stockroom,0.834881,20160403090251-86-01
7,Courtroom,Courtroom,0.835867,20160403090251-86-01
6,Engine_or_Control_Room,Engine_or_Control_Room,0.867464,20160403090251-86-01
5,Control_Room,Control_Room,0.887753,20160403090251-86-01
4,Microwave,Microwave,0.934988,20160403090251-86-01
3,Oven,Oven,0.950971,20160403090251-86-01
2,Dish_Washer,Dish_Washer,0.952192,20160403090251-86-01
1,Stove,Stove,0.957031,20160403090251-86-01
0,Mixed_Color,Mixed_Color,0.970565,20160403090251-86-01
16,Bar,Bar,0.508977,20160403090456-88-01
15,Living_Room,Living_Room,0.530663,20160403090456-88-01
14,Store,Store,0.536471,20160403090456-88-01
13,Restaurant,Restaurant,0.562095,20160403090456-88-01
12,Shopping,Shopping,0.59423,20160403090456-88-01
11,Riot,Riot,0.600975,20160403090456-88-01
10,Crowd,Crowd,0.760448,20160403090456-88-01
9,Pubbing,Pubbing,0.79649,20160403090456-88-01
8,Stockroom,Stockroom,0.800775,20160403090456-88-01
7,Beauty_Salon,Beauty_Salon,0.834893,20160403090456-88-01
6,Dish_Washer,Dish_Washer,0.844781,20160403090456-88-01
5,Barber_Shop,Barber_Shop,0.862429,20160403090456-88-01
4,Control_Room,Control_Room,0.873786,20160403090456-88-01
3,Microwave,Microwave,0.899065,20160403090456-88-01
