ARRAY_INDEX,CLASSIFIER_ID,NAME,SCORE,_ID
1,Stove,Stove,0.955695,20160403141429-230-01
0,Mixed_Color,Mixed_Color,0.970804,20160403141429-230-01
16,Appliance,Appliance,0.511267,20160403141450-231-01
15,Whiskey,Whiskey,0.540877,20160403141450-231-01
14,Conference_Room,Conference_Room,0.558978,20160403141450-231-01
13,Motor_Sport,Motor_Sport,0.727998,20160403141450-231-01
12,Library,Library,0.766104,20160403141450-231-01
11,Table_Tennis,Table_Tennis,0.797145,20160403141450-231-01
10,Car_Repair_Shop,Car_Repair_Shop,0.799115,20160403141450-231-01
9,Pubbing,Pubbing,0.840269,20160403141450-231-01
8,Stockroom,Stockroom,0.85221,20160403141450-231-01
7,Auto_Track_Racing,Auto_Track_Racing,0.871711,20160403141450-231-01
6,Engine_or_Control_Room,Engine_or_Control_Room,0.882531,20160403141450-231-01
5,Control_Room,Control_Room,0.925611,20160403141450-231-01
4,Dish_Washer,Dish_Washer,0.935938,20160403141450-231-01
3,Oven,Oven,0.945899,20160403141450-231-01
2,Microwave,Microwave,0.947676,20160403141450-231-01
1,Stove,Stove,0.959683,20160403141450-231-01
0,Mixed_Color,Mixed_Color,0.96084,20160403141450-231-01
15,Wedding,Wedding,0.59873,20160403141518-232-00
14,Eatery_Space,Eatery_Space,0.600718,20160403141518-232-00
13,Crowd,Crowd,0.661367,20160403141518-232-00
12,Clubbing,Clubbing,0.669261,20160403141518-232-00
11,Riot,Riot,0.683786,20160403141518-232-00
10,Dining_Car,Dining_Car,0.722911,20160403141518-232-00
9,Airport_Terminal,Airport_Terminal,0.752361,20160403141518-232-00
8,Beauty_Salon,Beauty_Salon,0.770962,20160403141518-232-00
7,Pubbing,Pubbing,0.848824,20160403141518-232-00
6,Control_Room,Control_Room,0.855172,20160403141518-232-00
5,Microwave,Microwave,0.87354,20160403141518-232-00
4,Celebrating,Celebrating,0.876239,20160403141518-232-00
3,Cotton_Candy,Cotton_Candy,0.883814,20160403141518-232-00
2,Dish_Washer,Dish_Washer,0.923409,20160403141518-232-00
1,Stove,Stove,0.946361,20160403141518-232-00
0,Mixed_Color,Mixed_Color,0.966143,20160403141518-232-00
17,Eatery_Space,Eatery_Space,0.524435,20160403141539-233-00
16,Living_Room,Living_Room,0.580009,20160403141539-233-00
15,Sweet_Treat,Sweet_Treat,0.588721,20160403141539-233-00
14,Pubbing,Pubbing,0.595085,20160403141539-233-00
13,Conference_Room,Conference_Room,0.612943,20160403141539-233-00
12,Big_Group,Big_Group,0.63374,20160403141539-233-00
11,Riot,Riot,0.690384,20160403141539-233-00
10,Celebrating,Celebrating,0.715799,20160403141539-233-00
9,Stockroom,Stockroom,0.743093,20160403141539-233-00
8,Rollerskating,Rollerskating,0.750475,20160403141539-233-00
7,Beauty_Salon,Beauty_Salon,0.751588,20160403141539-233-00
6,Public_Transportation_Space,Public_Transportation_Space,0.805738,20160403141539-233-00
5,Airport_Terminal,Airport_Terminal,0.879648,20160403141539-233-00
4,Dish_Washer,Dish_Washer,0.886012,20160403141539-233-00
3,Oven,Oven,0.889805,20160403141539-233-00
2,Microwave,Microwave,0.896396,20160403141539-233-00
1,Stove,Stove,0.900177,20160403141539-233-00
0,Mixed_Color,Mixed_Color,0.972221,20160403141539-233-00
15,Appliance,Appliance,0.515666,20160403142336-234-00
14,Motor_Sport,Motor_Sport,0.549747,20160403142336-234-00
13,Big_Group,Big_Group,0.617066,20160403142336-234-00
12,Pubbing,Pubbing,0.637382,20160403142336-234-00
11,Car_Repair_Shop,Car_Repair_Shop,0.662033,20160403142336-234-00
10,Auto_Track_Racing,Auto_Track_Racing,0.696693,20160403142336-234-00
9,Library,Library,0.705873,20160403142336-234-00
8,Stockroom,Stockroom,0.720679,20160403142336-234-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.904233,20160403142336-234-00
6,Bottled_Water,Bottled_Water,0.906898,20160403142336-234-00
5,Table_Tennis,Table_Tennis,0.909648,20160403142336-234-00
4,Control_Room,Control_Room,0.924326,20160403142336-234-00
3,Stove,Stove,0.940048,20160403142336-234-00
2,Dish_Washer,Dish_Washer,0.942352,20160403142336-234-00
1,Oven,Oven,0.943599,20160403142336-234-00
0,Mixed_Color,Mixed_Color,0.964299,20160403142336-234-00
14,Appliance,Appliance,0.513796,20160403142421-235-00
13,Riot,Riot,0.662979,20160403142421-235-00
12,Stockroom,Stockroom,0.674166,20160403142421-235-00
11,Engine_Room,Engine_Room,0.682306,20160403142421-235-00
10,Library,Library,0.682682,20160403142421-235-00
9,Table_Tennis,Table_Tennis,0.775141,20160403142421-235-00
8,Archery,Archery,0.859869,20160403142421-235-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.875449,20160403142421-235-00
6,Pubbing,Pubbing,0.88779,20160403142421-235-00
5,Control_Room,Control_Room,0.920814,20160403142421-235-00
4,Dish_Washer,Dish_Washer,0.936326,20160403142421-235-00
3,Oven,Oven,0.959733,20160403142421-235-00
2,Mixed_Color,Mixed_Color,0.961917,20160403142421-235-00
1,Stove,Stove,0.963294,20160403142421-235-00
0,Microwave,Microwave,0.966315,20160403142421-235-00
16,Industrial_Space,Industrial_Space,0.501355,20160403142443-236-01
15,Appliance,Appliance,0.509672,20160403142443-236-01
14,Motor_Sport,Motor_Sport,0.562536,20160403142443-236-01
13,Pubbing,Pubbing,0.576508,20160403142443-236-01
12,Auto_Track_Racing,Auto_Track_Racing,0.596515,20160403142443-236-01
11,Big_Group,Big_Group,0.689174,20160403142443-236-01
10,Engine_Room,Engine_Room,0.838965,20160403142443-236-01
9,Table_Tennis,Table_Tennis,0.857941,20160403142443-236-01
8,Stockroom,Stockroom,0.859397,20160403142443-236-01
7,Car_Repair_Shop,Car_Repair_Shop,0.876231,20160403142443-236-01
6,Engine_or_Control_Room,Engine_or_Control_Room,0.910114,20160403142443-236-01
5,Control_Room,Control_Room,0.910349,20160403142443-236-01
4,Microwave,Microwave,0.92634,20160403142443-236-01
3,Dish_Washer,Dish_Washer,0.939298,20160403142443-236-01
2,Oven,Oven,0.945975,20160403142443-236-01
1,Stove,Stove,0.960036,20160403142443-236-01
0,Mixed_Color,Mixed_Color,0.96751,20160403142443-236-01
15,Whiskey,Whiskey,0.51963,20160403142505-237-01
14,Appliance,Appliance,0.526022,20160403142505-237-01
13,Snooker,Snooker,0.648583,20160403142505-237-01
12,Table_Tennis,Table_Tennis,0.683478,20160403142505-237-01
11,Stockroom,Stockroom,0.744938,20160403142505-237-01
10,Engine_Room,Engine_Room,0.756159,20160403142505-237-01
9,Beauty_Salon,Beauty_Salon,0.75717,20160403142505-237-01
8,Archery,Archery,0.768343,20160403142505-237-01
7,Engine_or_Control_Room,Engine_or_Control_Room,0.855767,20160403142505-237-01
6,Pubbing,Pubbing,0.890371,20160403142505-237-01
5,Control_Room,Control_Room,0.920238,20160403142505-237-01
4,Dish_Washer,Dish_Washer,0.952169,20160403142505-237-01
3,Microwave,Microwave,0.952511,20160403142505-237-01
2,Mixed_Color,Mixed_Color,0.954821,20160403142505-237-01
1,Oven,Oven,0.958298,20160403142505-237-01
0,Stove,Stove,0.963019,20160403142505-237-01
15,Snooker,Snooker,0.500019,20160403142612-238-01
14,Celebrating,Celebrating,0.505421,20160403142612-238-01
13,Eatery_Space,Eatery_Space,0.578305,20160403142612-238-01
12,Male_Adult,Male_Adult,0.629001,20160403142612-238-01
11,Beauty_Salon,Beauty_Salon,0.64072,20160403142612-238-01
10,Pubbing,Pubbing,0.677732,20160403142612-238-01
9,Wedding,Wedding,0.690872,20160403142612-238-01
8,Drugstore,Drugstore,0.743901,20160403142612-238-01
7,Rest_Room,Rest_Room,0.839021,20160403142612-238-01
6,Table_Tennis,Table_Tennis,0.890914,20160403142612-238-01
5,Pina_Colada,Pina_Colada,0.90537,20160403142612-238-01
4,Voting_Booth,Voting_Booth,0.905623,20160403142612-238-01
3,Oven,Oven,0.930862,20160403142612-238-01
2,Stove,Stove,0.942528,20160403142612-238-01
1,Dish_Washer,Dish_Washer,0.955718,20160403142612-238-01
0,Mixed_Color,Mixed_Color,0.959602,20160403142612-238-01
15,Appliance,Appliance,0.527642,20160403142747-239-01
14,Pubbing,Pubbing,0.549945,20160403142747-239-01
13,Motor_Sport,Motor_Sport,0.615872,20160403142747-239-01
12,Auto_Track_Racing,Auto_Track_Racing,0.688415,20160403142747-239-01
11,Engine_Room,Engine_Room,0.739181,20160403142747-239-01
10,Table_Tennis,Table_Tennis,0.741007,20160403142747-239-01
9,Big_Group,Big_Group,0.741192,20160403142747-239-01
8,Stockroom,Stockroom,0.804015,20160403142747-239-01
7,Car_Repair_Shop,Car_Repair_Shop,0.87638,20160403142747-239-01
6,Control_Room,Control_Room,0.91894,20160403142747-239-01
5,Bottled_Water,Bottled_Water,0.921872,20160403142747-239-01
4,Engine_or_Control_Room,Engine_or_Control_Room,0.933074,20160403142747-239-01
3,Oven,Oven,0.94267,20160403142747-239-01
2,Dish_Washer,Dish_Washer,0.950779,20160403142747-239-01
1,Stove,Stove,0.951181,20160403142747-239-01
0,Mixed_Color,Mixed_Color,0.966635,20160403142747-239-01
17,Whiskey,Whiskey,0.510391,20160403142858-240-00
16,Appliance,Appliance,0.510929,20160403142858-240-00
15,Auto_Track_Racing,Auto_Track_Racing,0.546372,20160403142858-240-00
14,Eatery_Space,Eatery_Space,0.573546,20160403142858-240-00
13,Pubbing,Pubbing,0.640251,20160403142858-240-00
12,Big_Group,Big_Group,0.674352,20160403142858-240-00
11,Archery,Archery,0.751579,20160403142858-240-00
10,Engine_Room,Engine_Room,0.766048,20160403142858-240-00
9,Stockroom,Stockroom,0.806725,20160403142858-240-00
8,Library,Library,0.842849,20160403142858-240-00
7,Engine_or_Control_Room,Engine_or_Control_Room,0.857996,20160403142858-240-00
6,Table_Tennis,Table_Tennis,0.867844,20160403142858-240-00
5,Control_Room,Control_Room,0.897251,20160403142858-240-00
4,Microwave,Microwave,0.916619,20160403142858-240-00
3,Oven,Oven,0.945418,20160403142858-240-00
2,Stove,Stove,0.948351,20160403142858-240-00
1,Dish_Washer,Dish_Washer,0.95255,20160403142858-240-00
0,Mixed_Color,Mixed_Color,0.969099,20160403142858-240-00
15,Appliance,Appliance,0.530182,20160403142924-241-00
14,Big_Group,Big_Group,0.610517,20160403142924-241-00
13,Beauty_Salon,Beauty_Salon,0.625295,20160403142924-241-00
12,Riot,Riot,0.665798,20160403142924-241-00
11,Convenience_Store,Convenience_Store,0.684635,20160403142924-241-00
10,Table_Tennis,Table_Tennis,0.745171,20160403142924-241-00
9,Engine_or_Control_Room,Engine_or_Control_Room,0.759521,20160403142924-241-00
8,Banners,Banners,0.797755,20160403142924-241-00
7,Pubbing,Pubbing,0.816399,20160403142924-241-00
6,Stockroom,Stockroom,0.862188,20160403142924-241-00
5,Control_Room,Control_Room,0.879756,20160403142924-241-00
4,Oven,Oven,0.915576,20160403142924-241-00
3,Toaster,Toaster,0.937113,20160403142924-241-00
2,Microwave,Microwave,0.939276,20160403142924-241-00
1,Stove,Stove,0.955347,20160403142924-241-00
0,Mixed_Color,Mixed_Color,0.96943,20160403142924-241-00
15,Appliance,Appliance,0.512998,20160403143003-242-00
14,Auto_Track_Racing,Auto_Track_Racing,0.582483,20160403143003-242-00
13,Pubbing,Pubbing,0.607445,20160403143003-242-00
12,Big_Group,Big_Group,0.62435,20160403143003-242-00
11,Banners,Banners,0.632131,20160403143003-242-00
10,Engine_Room,Engine_Room,0.745842,20160403143003-242-00
9,Table_Tennis,Table_Tennis,0.784712,20160403143003-242-00
8,Car_Repair_Shop,Car_Repair_Shop,0.834868,20160403143003-242-00
7,Stockroom,Stockroom,0.859606,20160403143003-242-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.873683,20160403143003-242-00
5,Control_Room,Control_Room,0.924604,20160403143003-242-00
4,Microwave,Microwave,0.942629,20160403143003-242-00
3,Toaster,Toaster,0.943545,20160403143003-242-00
2,Dish_Washer,Dish_Washer,0.946902,20160403143003-242-00
1,Stove,Stove,0.964867,20160403143003-242-00
0,Mixed_Color,Mixed_Color,0.967001,20160403143003-242-00
16,Big_Group,Big_Group,0.518053,20160403143315-243-00
15,Appliance,Appliance,0.531059,20160403143315-243-00
14,Yellow,Yellow,0.614862,20160403143315-243-00
13,Archery,Archery,0.647441,20160403143315-243-00
12,Car_Repair_Shop,Car_Repair_Shop,0.729196,20160403143315-243-00
11,Auto_Track_Racing,Auto_Track_Racing,0.736702,20160403143315-243-00
10,Pubbing,Pubbing,0.76753,20160403143315-243-00
9,Beauty_Salon,Beauty_Salon,0.785079,20160403143315-243-00
8,Stockroom,Stockroom,0.830045,20160403143315-243-00
7,Table_Tennis,Table_Tennis,0.838381,20160403143315-243-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.883315,20160403143315-243-00
5,Control_Room,Control_Room,0.912904,20160403143315-243-00
4,Dish_Washer,Dish_Washer,0.933594,20160403143315-243-00
3,Microwave,Microwave,0.954687,20160403143315-243-00
2,Oven,Oven,0.956907,20160403143315-243-00
1,Stove,Stove,0.967479,20160403143315-243-00
0,Mixed_Color,Mixed_Color,0.969296,20160403143315-243-00
15,Adult,Adult,0.518549,20160403143412-244-01
14,Tea,Tea,0.535732,20160403143412-244-01
13,Beer,Beer,0.536463,20160403143412-244-01
12,Graduation,Graduation,0.651251,20160403143412-244-01
11,Male_Adult,Male_Adult,0.713321,20160403143412-244-01
10,Beauty_Salon,Beauty_Salon,0.72469,20160403143412-244-01
9,Candied_Apple,Candied_Apple,0.732019,20160403143412-244-01
8,Bookstore,Bookstore,0.754753,20160403143412-244-01
7,Public_Transportation_Space,Public_Transportation_Space,0.765428,20160403143412-244-01
6,Pubbing,Pubbing,0.799498,20160403143412-244-01
5,Celebrating,Celebrating,0.81092,20160403143412-244-01
4,Stockroom,Stockroom,0.826294,20160403143412-244-01
3,Stove,Stove,0.895712,20160403143412-244-01
2,Bottled_Water,Bottled_Water,0.89915,20160403143412-244-01
1,Dish_Washer,Dish_Washer,0.905674,20160403143412-244-01
0,Mixed_Color,Mixed_Color,0.961267,20160403143412-244-01
14,Rollerskating,Rollerskating,0.603973,20160403143518-245-00
13,Living_Room,Living_Room,0.634905,20160403143518-245-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.801833,20160403104438-144-01
5,Beauty_Salon,Beauty_Salon,0.839331,20160403104438-144-01
4,Control_Room,Control_Room,0.901698,20160403104438-144-01
3,Stove,Stove,0.910679,20160403104438-144-01
2,Dish_Washer,Dish_Washer,0.921119,20160403104438-144-01
1,Oven,Oven,0.942705,20160403104438-144-01
0,Mixed_Color,Mixed_Color,0.96967,20160403104438-144-01
22,Bar,Bar,0.516477,20160403115058-153-00
21,Store,Store,0.548638,20160403115058-153-00
20,Beer,Beer,0.569841,20160403115058-153-00
19,Whiskey,Whiskey,0.576598,20160403115058-153-00
18,Adult,Adult,0.579184,20160403115058-153-00
17,People,People,0.59671,20160403115058-153-00
16,Clubbing,Clubbing,0.653471,20160403115058-153-00
15,Living_Room,Living_Room,0.653544,20160403115058-153-00
14,Big_Group,Big_Group,0.672153,20160403115058-153-00
13,Industrial_Space,Industrial_Space,0.675629,20160403115058-153-00
12,Tool,Tool,0.707547,20160403115058-153-00
11,Male_Adult,Male_Adult,0.7549,20160403115058-153-00
10,Distillery,Distillery,0.832148,20160403115058-153-00
9,Beauty_Salon,Beauty_Salon,0.856444,20160403115058-153-00
8,Pubbing,Pubbing,0.858517,20160403115058-153-00
7,Archery,Archery,0.895579,20160403115058-153-00
6,Barber_Shop,Barber_Shop,0.904293,20160403115058-153-00
5,Musical_Instrument,Musical_Instrument,0.904693,20160403115058-153-00
4,Full_Body,Full_Body,0.905911,20160403115058-153-00
3,Dish_Washer,Dish_Washer,0.924939,20160403115058-153-00
2,Oven,Oven,0.925212,20160403115058-153-00
1,Engine_Room,Engine_Room,0.930895,20160403115058-153-00
0,Mixed_Color,Mixed_Color,0.96607,20160403115058-153-00
12,Table_Tennis,Table_Tennis,0.514753,20160403115207-154-00
11,Pubbing,Pubbing,0.596614,20160403115207-154-00
10,Conference_Room,Conference_Room,0.672264,20160403115207-154-00
9,Car_Repair_Shop,Car_Repair_Shop,0.812776,20160403115207-154-00
8,Stockroom,Stockroom,0.81505,20160403115207-154-00
7,Bookstore,Bookstore,0.824659,20160403115207-154-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.835522,20160403115207-154-00
5,Microwave,Microwave,0.908217,20160403115207-154-00
4,Oven,Oven,0.911417,20160403115207-154-00
3,Control_Room,Control_Room,0.919686,20160403115207-154-00
2,Dish_Washer,Dish_Washer,0.921976,20160403115207-154-00
1,Stove,Stove,0.954348,20160403115207-154-00
0,Mixed_Color,Mixed_Color,0.969064,20160403115207-154-00
14,Living_Room,Living_Room,0.514963,20160403115336-155-01
13,Demonstration,Demonstration,0.528617,20160403115336-155-01
12,Eatery_Space,Eatery_Space,0.570214,20160403115336-155-01
11,Pubbing,Pubbing,0.668332,20160403115336-155-01
10,Industrial_Space,Industrial_Space,0.729904,20160403115336-155-01
9,Public_Transportation_Space,Public_Transportation_Space,0.804306,20160403115336-155-01
8,Engine_Room,Engine_Room,0.822074,20160403115336-155-01
7,Beauty_Salon,Beauty_Salon,0.864878,20160403115336-155-01
6,Microwave,Microwave,0.873333,20160403115336-155-01
5,Engine_or_Control_Room,Engine_or_Control_Room,0.89448,20160403115336-155-01
4,Oven,Oven,0.91798,20160403115336-155-01
3,Control_Room,Control_Room,0.923996,20160403115336-155-01
2,Dish_Washer,Dish_Washer,0.932232,20160403115336-155-01
1,Stove,Stove,0.955076,20160403115336-155-01
0,Mixed_Color,Mixed_Color,0.964743,20160403115336-155-01
13,Auto_Track_Racing,Auto_Track_Racing,0.508748,20160403115440-156-00
12,Industrial_Space,Industrial_Space,0.522481,20160403115440-156-00
11,Archery,Archery,0.603411,20160403115440-156-00
10,Pubbing,Pubbing,0.617986,20160403115440-156-00
9,Engine_or_Control_Room,Engine_or_Control_Room,0.666541,20160403115440-156-00
8,Engine_Room,Engine_Room,0.801558,20160403115440-156-00
7,Car_Repair_Shop,Car_Repair_Shop,0.802511,20160403115440-156-00
6,Beauty_Salon,Beauty_Salon,0.845013,20160403115440-156-00
5,Dish_Washer,Dish_Washer,0.903281,20160403115440-156-00
4,Control_Room,Control_Room,0.910557,20160403115440-156-00
3,Oven,Oven,0.912708,20160403115440-156-00
2,Stove,Stove,0.92547,20160403115440-156-00
1,Microwave,Microwave,0.954819,20160403115440-156-00
0,Mixed_Color,Mixed_Color,0.957224,20160403115440-156-00
16,Kayaking,Kayaking,0.533739,20160403115550-157-01
15,Auto_Track_Racing,Auto_Track_Racing,0.545355,20160403115550-157-01
14,Whiskey,Whiskey,0.55743,20160403115550-157-01
13,Industrial_Space,Industrial_Space,0.62375,20160403115550-157-01
12,Pubbing,Pubbing,0.630397,20160403115550-157-01
11,Living_Room,Living_Room,0.724189,20160403115550-157-01
10,Archery,Archery,0.799543,20160403115550-157-01
9,Engine_Room,Engine_Room,0.813956,20160403115550-157-01
8,Engine_or_Control_Room,Engine_or_Control_Room,0.825298,20160403115550-157-01
7,Stockroom,Stockroom,0.82621,20160403115550-157-01
6,Control_Room,Control_Room,0.84738,20160403115550-157-01
5,Library,Library,0.856227,20160403115550-157-01
4,Microwave,Microwave,0.881678,20160403115550-157-01
3,Stove,Stove,0.91278,20160403115550-157-01
2,Dish_Washer,Dish_Washer,0.925796,20160403115550-157-01
1,Oven,Oven,0.933856,20160403115550-157-01
0,Mixed_Color,Mixed_Color,0.947815,20160403115550-157-01
13,Conference_Room,Conference_Room,0.523892,20160403115658-158-01
12,Whiskey,Whiskey,0.541364,20160403115658-158-01
11,Pubbing,Pubbing,0.585772,20160403115658-158-01
10,Airport_Terminal,Airport_Terminal,0.773165,20160403115658-158-01
9,Auto_Track_Racing,Auto_Track_Racing,0.789401,20160403115658-158-01
8,Car_Repair_Shop,Car_Repair_Shop,0.796553,20160403115658-158-01
7,Engine_or_Control_Room,Engine_or_Control_Room,0.831195,20160403115658-158-01
6,Stockroom,Stockroom,0.843719,20160403115658-158-01
5,Bottled_Water,Bottled_Water,0.899309,20160403115658-158-01
4,Dish_Washer,Dish_Washer,0.917373,20160403115658-158-01
3,Control_Room,Control_Room,0.926225,20160403115658-158-01
2,Stove,Stove,0.92898,20160403115658-158-01
1,Oven,Oven,0.949516,20160403115658-158-01
0,Mixed_Color,Mixed_Color,0.969849,20160403115658-158-01
14,Appliance,Appliance,0.503163,20160403115801-159-01
13,Disturbance,Disturbance,0.514531,20160403115801-159-01
12,Industrial_Space,Industrial_Space,0.56015,20160403115801-159-01
11,Living_Room,Living_Room,0.636545,20160403115801-159-01
10,Pubbing,Pubbing,0.677098,20160403115801-159-01
9,Car_Repair_Shop,Car_Repair_Shop,0.764854,20160403115801-159-01
8,Stockroom,Stockroom,0.767475,20160403115801-159-01
7,Beauty_Salon,Beauty_Salon,0.796391,20160403115801-159-01
6,Engine_or_Control_Room,Engine_or_Control_Room,0.88328,20160403115801-159-01
5,Bottled_Water,Bottled_Water,0.894678,20160403115801-159-01
4,Control_Room,Control_Room,0.904564,20160403115801-159-01
3,Dish_Washer,Dish_Washer,0.928012,20160403115801-159-01
2,Oven,Oven,0.93293,20160403115801-159-01
1,Stove,Stove,0.934964,20160403115801-159-01
0,Mixed_Color,Mixed_Color,0.970331,20160403115801-159-01
13,Magenta,Magenta,0.550994,20160403115839-160-01
12,Industrial_Space,Industrial_Space,0.599428,20160403115839-160-01
11,Pubbing,Pubbing,0.665699,20160403115839-160-01
10,Engine_or_Control_Room,Engine_or_Control_Room,0.773103,20160403115839-160-01
9,Auto_Track_Racing,Auto_Track_Racing,0.795623,20160403115839-160-01
8,Car_Repair_Shop,Car_Repair_Shop,0.817045,20160403115839-160-01
7,Auto_Factory,Auto_Factory,0.820573,20160403115839-160-01
6,Stockroom,Stockroom,0.843357,20160403115839-160-01
5,Microwave,Microwave,0.891413,20160403115839-160-01
4,Stove,Stove,0.892103,20160403115839-160-01
3,Control_Room,Control_Room,0.920862,20160403115839-160-01
2,Dish_Washer,Dish_Washer,0.921473,20160403115839-160-01
1,Oven,Oven,0.934594,20160403115839-160-01
0,Mixed_Color,Mixed_Color,0.967466,20160403115839-160-01
16,Eatery_Space,Eatery_Space,0.512029,20160403121140-161-01
15,Industrial_Space,Industrial_Space,0.515913,20160403121140-161-01
14,Auto_Racing,Auto_Racing,0.547707,20160403121140-161-01
13,Whiskey,Whiskey,0.558108,20160403121140-161-01
12,Conference_Room,Conference_Room,0.56673,20160403121140-161-01
11,Library,Library,0.769235,20160403121140-161-01
10,Airport_Terminal,Airport_Terminal,0.778359,20160403121140-161-01
9,Pubbing,Pubbing,0.815966,20160403121140-161-01
8,Auto_Track_Racing,Auto_Track_Racing,0.81841,20160403121140-161-01
7,Bookstore,Bookstore,0.837152,20160403121140-161-01
6,Engine_or_Control_Room,Engine_or_Control_Room,0.843051,20160403121140-161-01
5,Dish_Washer,Dish_Washer,0.898454,20160403121140-161-01
4,Microwave,Microwave,0.900999,20160403121140-161-01
3,Control_Room,Control_Room,0.917328,20160403121140-161-01
2,Stove,Stove,0.936355,20160403121140-161-01
1,Oven,Oven,0.951326,20160403121140-161-01
0,Mixed_Color,Mixed_Color,0.962692,20160403121140-161-01
16,Industrial_Space,Industrial_Space,0.510333,20160403121156-162-00
15,Auto_Racing,Auto_Racing,0.512428,20160403121156-162-00
14,Living_Room,Living_Room,0.561917,20160403121156-162-00
13,Indoor_Volleyball,Indoor_Volleyball,0.572452,20160403121156-162-00
12,Pubbing,Pubbing,0.654374,20160403121156-162-00
11,Auto_Track_Racing,Auto_Track_Racing,0.803807,20160403121156-162-00
10,Conference_Room,Conference_Room,0.81172,20160403121156-162-00
9,Engine_Room,Engine_Room,0.85204,20160403121156-162-00
8,Library,Library,0.854181,20160403121156-162-00
7,Bookstore,Bookstore,0.857066,20160403121156-162-00
6,Engine_or_Control_Room,Engine_or_Control_Room,0.881283,20160403121156-162-00
5,Dish_Washer,Dish_Washer,0.901532,20160403121156-162-00
4,Microwave,Microwave,0.906415,20160403121156-162-00
3,Control_Room,Control_Room,0.928089,20160403121156-162-00
2,Stove,Stove,0.947241,20160403121156-162-00
1,Oven,Oven,0.94782,20160403121156-162-00
0,Mixed_Color,Mixed_Color,0.961164,20160403121156-162-00
15,Living_Room,Living_Room,0.535296,20160403121750-163-01
14,Pubbing,Pubbing,0.53617,20160403121750-163-01
13,Leisure_Activity,Leisure_Activity,0.547883,20160403121750-163-01
12,Conference_Room,Conference_Room,0.584993,20160403121750-163-01
11,Industrial_Space,Industrial_Space,0.684292,20160403121750-163-01
10,Auto_Track_Racing,Auto_Track_Racing,0.698576,20160403121750-163-01
9,Engine_or_Control_Room,Engine_or_Control_Room,0.716826,20160403121750-163-01
8,Bookstore,Bookstore,0.83781,20160403121750-163-01
7,Stockroom,Stockroom,0.842298,20160403121750-163-01
6,Library,Library,0.84321,20160403121750-163-01
5,Bottled_Water,Bottled_Water,0.855104,20160403121750-163-01
4,Dish_Washer,Dish_Washer,0.901408,20160403121750-163-01
3,Control_Room,Control_Room,0.916201,20160403121750-163-01
2,Stove,Stove,0.936289,20160403121750-163-01
1,Oven,Oven,0.949374,20160403121750-163-01
0,Mixed_Color,Mixed_Color,0.964326,20160403121750-163-01
13,Pubbing,Pubbing,0.526909,20160403122046-164-01
12,Eatery_Space,Eatery_Space,0.541493,20160403122046-164-01
11,Conference_Room,Conference_Room,0.702149,20160403122046-164-01
10,Engine_or_Control_Room,Engine_or_Control_Room,0.740662,20160403122046-164-01
9,Auto_Track_Racing,Auto_Track_Racing,0.749098,20160403122046-164-01
8,Library,Library,0.820563,20160403122046-164-01
7,Car_Repair_Shop,Car_Repair_Shop,0.824221,20160403122046-164-01
6,Bookstore,Bookstore,0.83581,20160403122046-164-01
5,Bottled_Water,Bottled_Water,0.9033,20160403122046-164-01
4,Control_Room,Control_Room,0.906845,20160403122046-164-01
3,Dish_Washer,Dish_Washer,0.916789,20160403122046-164-01
2,Stove,Stove,0.925733,20160403122046-164-01
1,Oven,Oven,0.940304,20160403122046-164-01
0,Mixed_Color,Mixed_Color,0.965345,20160403122046-164-01
14,Eatery_Space,Eatery_Space,0.561304,20160403122116-165-00
13,Living_Room,Living_Room,0.594648,20160403122116-165-00
12,Pubbing,Pubbing,0.701317,20160403122116-165-00
11,Conference_Room,Conference_Room,0.743042,20160403122116-165-00
10,Stockroom,Stockroom,0.796124,20160403122116-165-00
9,Engine_or_Control_Room,Engine_or_Control_Room,0.799752,20160403122116-165-00
8,Library,Library,0.832393,20160403122116-165-00
7,Auto_Track_Racing,Auto_Track_Racing,0.850143,20160403122116-165-00
6,Bookstore,Bookstore,0.868433,20160403122116-165-00
5,Microwave,Microwave,0.911408,20160403122116-165-00
4,Control_Room,Control_Room,0.92265,20160403122116-165-00
3,Dish_Washer,Dish_Washer,0.92711,20160403122116-165-00
2,Oven,Oven,0.934314,20160403122116-165-00
1,Stove,Stove,0.952379,20160403122116-165-00
0,Mixed_Color,Mixed_Color,0.963425,20160403122116-165-00
14,Riot,Riot,0.505198,20160403122320-166-01
13,Table_Tennis,Table_Tennis,0.509572,20160403122320-166-01
12,Pubbing,Pubbing,0.600058,20160403122320-166-01
11,Engine_or_Control_Room,Engine_or_Control_Room,0.600288,20160403122320-166-01
10,Crowd,Crowd,0.724971,20160403122320-166-01
9,Barber_Shop,Barber_Shop,0.749047,20160403122320-166-01
8,Heavy_Truck,Heavy_Truck,0.761052,20160403122320-166-01
7,Big_Group,Big_Group,0.799529,20160403122320-166-01
6,Assembly_Plant,Assembly_Plant,0.799657,20160403122320-166-01
