ALCHEMY_SCORE,ALCHEMY_TEXT,DAY,HOUR,IMAGEBOX,MINUTE,MONTH,SECOND,VISUAL_IMAGE,YEAR,_ID,_REV
,NO_TAGS,04,15,38x54+276+136,42,04,50,20160404154250-559-01.jpg,2016,20160404154250-559-01,1-16ebf05b7429d38a586ccf30b71afef3
,NO_TAGS,04,15,28x148+226+100,46,04,27,20160404154627-560-01.jpg,2016,20160404154627-560-01,1-f6fba929707eafbf7b40edfd16949491
,NO_TAGS,04,15,16x128+182+110,47,04,17,20160404154717-561-00.jpg,2016,20160404154717-561-00,1-8338adf61a9f189d593316f442964acc
0.986613,person,04,15,206x360+196+96,49,04,32,20160404154932-562-00.jpg,2016,20160404154932-562-00,1-96907dadb304313dad1b2d74802cfc1f
,NO_TAGS,04,15,40x154+232+84,51,04,31,20160404155131-563-01.jpg,2016,20160404155131-563-01,1-130bec994dc97cf71927a9c36dc61e7a
0.28905,person,04,15,30x84+240+134,52,04,20,20160404155220-564-00.jpg,2016,20160404155220-564-00,1-1f524638a46b35b6f70d5a598658d2ba
0.28905,person,04,15,48x104+376+164,56,04,53,20160404155653-565-00.jpg,2016,20160404155653-565-00,1-aaa4dfac5fab7ca8f0899ce87551df49
0.28905,person,04,16,278x98+208+168,08,04,19,20160404160819-566-01.jpg,2016,20160404160819-566-01,1-c1f9cb0a5fed5c0578ba4f73a17b9606
0.75026,person,04,16,62x370+382+16,10,04,30,20160404161030-567-00.jpg,2016,20160404161030-567-00,1-bb5c86b150dd0a2ccc008bfc03d7033d
0.998993,person,04,16,306x428+176+34,15,04,12,20160404161512-568-00.jpg,2016,20160404161512-568-00,1-3aec14bd256540006c49a1e9260a297d
,NO_TAGS,04,16,510x244+76+62,16,04,48,20160404161648-569-01.jpg,2016,20160404161648-569-01,1-5bb703d0865dad42fc741be174dd96b2
0.28905,person,04,16,492x374+104+104,18,04,57,20160404161857-570-00.jpg,2016,20160404161857-570-00,1-32403a9c0c8c8a037f3592218c79c00a
0.331812,person,04,16,28x174+416+172,19,04,17,20160404161917-571-00.jpg,2016,20160404161917-571-00,1-165f2aa946279e38cf95cbfc11d232ab
0.425557,person,04,16,62x40+384+184,19,04,32,20160404161932-572-01.jpg,2016,20160404161932-572-01,1-9b491dbd6237954848444deeaef9bdf8
0.598688,person,04,16,80x128+374+106,20,04,00,20160404162000-573-01.jpg,2016,20160404162000-573-01,1-346b5b9e4f73df6b39c79ebc3357537e
,NO_TAGS,04,16,280x60+186+180,21,04,05,20160404162105-574-01.jpg,2016,20160404162105-574-01,1-01ac648449e008116f7009a301005155
0.475021,person,04,16,26x100+410+236,23,04,08,20160404162308-575-01.jpg,2016,20160404162308-575-01,1-ed4f7e82f86cef0028ca16c171b889a9
,NO_TAGS,04,16,36x98+416+244,23,04,42,20160404162342-576-01.jpg,2016,20160404162342-576-01,1-afdff99b1024391b0aaba179ff79841f
0.98016,person,04,16,84x400+384+18,24,04,20,20160404162420-577-00.jpg,2016,20160404162420-577-00,1-2d8e4f247de40778eea6fcc18315415f
,NO_TAGS,04,16,34x304+406+30,24,04,52,20160404162452-578-01.jpg,2016,20160404162452-578-01,1-767b48816bca71418165fe4e2b2bcd6c
0.354344,person,04,16,72x60+398+120,25,04,18,20160404162518-579-00.jpg,2016,20160404162518-579-00,1-18113931169762da7721af315f668d85
,NO_TAGS,04,16,424x394+168+20,25,04,59,20160404162559-580-00.jpg,2016,20160404162559-580-00,1-31b4854a2842587deeee76e0183eee07
0.998641,person,04,16,158x478+204+0,27,04,27,20160404162727-581-01.jpg,2016,20160404162727-581-01,1-c33deffe7e050fec9117b92cbd6ad195
,NO_TAGS,04,16,24x90+164+378,31,04,22,20160404163122-582-00.jpg,2016,20160404163122-582-00,1-66421b35b02691b74e0feb8275140f76
,NO_TAGS,04,16,62x54+232+154,32,04,22,20160404163222-583-00.jpg,2016,20160404163222-583-00,1-4473652987de8bb6013359c5b0b88754
,NO_TAGS,04,16,50x44+204+138,33,04,09,20160404163309-584-01.jpg,2016,20160404163309-584-01,1-5971f1a65b0439d181264368d4c818d2
0.331812,person,04,16,48x54+202+134,33,04,56,20160404163356-585-01.jpg,2016,20160404163356-585-01,1-bc524f36ee7da5393b142c0f8f067039
0.450166,person,04,16,52x54+206+132,34,04,10,20160404163410-586-01.jpg,2016,20160404163410-586-01,1-6fb7d01d477b306f2b95afa4550283dc
0.331812,person,04,16,116x90+212+146,34,04,31,20160404163431-587-00.jpg,2016,20160404163431-587-00,1-ee1201ff7700d45cec01d902ffcbeec4
,NO_TAGS,04,16,74x294+378+110,36,04,46,20160404163646-588-01.jpg,2016,20160404163646-588-01,1-b12d16fd7702191e45ee4887d978db12
0.995033,person,04,16,120x428+218+50,37,04,28,20160404163728-589-00.jpg,2016,20160404163728-589-00,1-2ac7b5396db38c1ac52c038582e4c319
,NO_TAGS,04,16,26x78+294+130,41,04,54,20160404164154-590-01.jpg,2016,20160404164154-590-01,1-e0c25f8dd17b7d8db1acc7663b2831b1
,NO_TAGS,04,16,18x134+190+82,42,04,45,20160404164245-591-01.jpg,2016,20160404164245-591-01,1-46267912434136ce6613ec8b4a6ed169
,NO_TAGS,04,16,364x324+106+34,48,04,21,20160404164821-592-00.jpg,2016,20160404164821-592-00,1-aab25602d93eb55c4006920d9aacbfb6
,NO_TAGS,04,16,44x54+178+424,48,04,37,20160404164837-593-00.jpg,2016,20160404164837-593-00,1-888fb6ccf05dfe0c34c0b7b47c87c6ff
0.998993,person,04,16,138x404+258+48,52,04,42,20160404165242-594-01.jpg,2016,20160404165242-594-01,1-188efad954f5427858fd3dbfa0c83fa0
,NO_TAGS,04,16,296x138+176+140,59,04,36,20160404165936-595-01.jpg,2016,20160404165936-595-01,1-93af2394ac613b7ada12bc69921c018d
0.908877,person,04,17,274x394+196+54,50,04,35,20160404175035-596-01.jpg,2016,20160404175035-596-01,1-736d802c1882683fa7f61e81e04a1715
0.377541,person,04,17,390x304+160+38,55,04,39,20160404175539-597-01.jpg,2016,20160404175539-597-01,1-222e1af545ab7792c25bf0745b977fb1
0.425557,person,04,17,342x274+190+48,57,04,22,20160404175722-598-01.jpg,2016,20160404175722-598-01,1-f64d3b0478970cd40091cdf607db0e49
,NO_TAGS,04,17,638x370+-8+48,58,04,55,20160404175855-599-01.jpg,2016,20160404175855-599-01,1-43b60d7c882a5dbc147243a779794cb9
0.28905,person,04,18,528x408+32+0,02,04,18,20160404180218-600-00.jpg,2016,20160404180218-600-00,1-6a78ad08eefecdabc1814c5beb6ed1d0
,NO_TAGS,04,18,406x258+130+70,03,04,21,20160404180321-601-00.jpg,2016,20160404180321-601-00,1-c5264e8bfc535ad630c9fc6dfcaf8ee7
,NO_TAGS,04,18,326x144+206+152,04,04,04,20160404180404-602-00.jpg,2016,20160404180404-602-00,1-21682bb4cebdc81d8d64c700096f6b43
,NO_TAGS,04,18,488x114+50+144,04,04,40,20160404180440-603-00.jpg,2016,20160404180440-603-00,1-58480bb99dac09409ad84a5a62755810
0.75026,person,04,18,544x478+48+0,06,04,01,20160404180601-604-00.jpg,2016,20160404180601-604-00,1-397da0d54fe303a7bffd5d1b9f88870c
,NO_TAGS,04,18,100x24+270+436,09,04,07,20160404180907-605-01.jpg,2016,20160404180907-605-01,1-cfba09cf074e1cacf7b0e570a7c0d89c
0.377541,person,04,18,366x470+138+8,13,04,18,20160404181318-606-01.jpg,2016,20160404181318-606-01,1-ea3c6f27cdbe0443de1fd2eaf8b2753d
,NO_TAGS,04,18,278x204+94+268,14,04,04,20160404181404-607-00.jpg,2016,20160404181404-607-00,1-2c1116ad25d568308476553c72dfeead
,NO_TAGS,04,18,520x184+62+172,14,04,48,20160404181448-608-01.jpg,2016,20160404181448-608-01,1-7b15e9cfec674b0542ed383237bbbf60
,NO_TAGS,04,18,534x64+90+262,15,04,54,20160404181554-609-00.jpg,2016,20160404181554-609-00,1-71e987a4624cf7d148d07b28cbe95b1f
,NO_TAGS,04,18,130x20+410+294,17,04,01,20160404181701-610-01.jpg,2016,20160404181701-610-01,1-87e96cba9dca396c49225d9051da9dc8
0.947846,person,04,18,390x478+122+0,18,04,46,20160404181846-611-01.jpg,2016,20160404181846-611-01,1-385d7e4061c589af9fe1d4c0ecabcf60
0.645656,person,04,18,52x78+390+66,19,04,36,20160404181936-612-00.jpg,2016,20160404181936-612-00,1-52cdc0aff296d8996f756ac62f4084a2
0.983697,person,04,18,44x44+386+170,20,04,01,20160404182001-613-00.jpg,2016,20160404182001-613-00,1-1d19513b1218a89bb258541b110785be
0.900249,person,04,18,416x228+72+72,20,04,21,20160404182021-614-00.jpg,2016,20160404182021-614-00,1-2bdf6b8109ec0c04cb5d2d145bef7c73
0.549834,person,04,18,312x478+180+0,21,04,46,20160404182146-615-01.jpg,2016,20160404182146-615-01,1-acd49456c76a64d49e2851c952d41283
,NO_TAGS,04,18,70x98+224+128,22,04,51,20160404182251-616-00.jpg,2016,20160404182251-616-00,1-c95ef41103cfc6aa12faaa733b1ee753
,NO_TAGS,04,18,54x80+226+136,23,04,20,20160404182320-617-00.jpg,2016,20160404182320-617-00,1-8beaf668f79de6c4e0b84d44966c5dca
,NO_TAGS,04,18,56x80+218+134,24,04,23,20160404182423-618-00.jpg,2016,20160404182423-618-00,1-6924bc8c86bd7e3eb2bc949047f08e04
,NO_TAGS,04,18,86x478+180+0,25,04,14,20160404182514-619-00.jpg,2016,20160404182514-619-00,1-9ff04f4db697ee7704228e7df0b59df2
,NO_TAGS,04,18,50x90+224+126,26,04,11,20160404182611-620-00.jpg,2016,20160404182611-620-00,1-a15c7da69834a9d7c5e2a66fee1bd9da
,NO_TAGS,04,18,32x74+328+142,27,04,30,20160404182730-621-00.jpg,2016,20160404182730-621-00,1-adc7883c6d2dcdcc2557268d701317f0
0.970688,person,04,18,552x478+34+0,32,04,18,20160404183218-622-00.jpg,2016,20160404183218-622-00,1-52d3cfd2e8127463bc71928f0a5435c7
0.916827,person,04,18,306x118+178+80,33,04,19,20160404183319-623-00.jpg,2016,20160404183319-623-00,1-64039b9a7371c600fd09a86ca0d033a1
0.916827,person,04,18,620x314+6+92,33,04,46,20160404183346-624-01.jpg,2016,20160404183346-624-01,1-914f20dff2925c9d9da216726badf67e
0.937027,person,04,18,26x384+404+42,35,04,36,20160404183536-625-00.jpg,2016,20160404183536-625-00,1-124f6cffdf96d078fc4fb5aaad9867dc
0.524979,person,04,18,408x478+122+0,37,04,31,20160404183731-626-01.jpg,2016,20160404183731-626-01,1-44339de2203e7a8413d05f8cc7c481f3
,NO_TAGS,04,18,430x324+100+32,39,04,55,20160404183955-627-01.jpg,2016,20160404183955-627-01,1-eff4ec4511bc0af2d94018f05628272b
0.942676,person,04,18,418x310+108+48,40,04,32,20160404184032-628-00.jpg,2016,20160404184032-628-00,1-55fb290ac78f4c2fe9b4118b973f5789
0.890903,person,04,18,374x432+104+0,41,04,38,20160404184138-629-01.jpg,2016,20160404184138-629-01,1-cc6d22b8145d2191fa7ffe25b04fef5c
,NO_TAGS,04,18,152x136+334+342,43,04,09,20160404184309-630-01.jpg,2016,20160404184309-630-01,1-732060ec8d6c6e05cb482b480b38a45f
,NO_TAGS,04,18,552x474+44+4,44,04,00,20160404184400-631-00.jpg,2016,20160404184400-631-00,1-a404d8c4f1beb6a3d91e93e1d632d4af
,NO_TAGS,04,18,48x68+214+202,44,04,32,20160404184432-632-00.jpg,2016,20160404184432-632-00,1-5d4916c1458521aa9849a19091cf7ad5
0.5,person,04,18,260x394+192+58,49,04,59,20160404184959-633-00.jpg,2016,20160404184959-633-00,1-a1799fe9f60cc407cb415f1480dbde8e
0.354344,person,04,18,106x406+224+0,51,04,12,20160404185112-634-00.jpg,2016,20160404185112-634-00,1-71660f1319870b2c93155c5d15bd1277
,NO_TAGS,04,18,368x214+114+114,54,04,17,20160404185417-635-00.jpg,2016,20160404185417-635-00,1-3f0ca3378d712dca469fcf0e34a17dc4
,NO_TAGS,04,18,74x108+236+134,55,04,51,20160404185551-636-00.jpg,2016,20160404185551-636-00,1-4d04853fb215f246dbd96c4c0f94c3f1
,NO_TAGS,04,18,312x446+162+32,58,04,14,20160404185814-637-01.jpg,2016,20160404185814-637-01,1-46beb1d0de0302b179b3292a3213fec8
0.998341,person,04,19,198x418+226+42,02,04,06,20160404190206-638-00.jpg,2016,20160404190206-638-00,1-c22b706d44bc7325f76f1e7e653d3ee5
0.331812,person,04,19,378x408+196+24,25,04,56,20160404192556-639-01.jpg,2016,20160404192556-639-01,1-9eabdb3c854d8e15f5ceaabfde27c8bd
,NO_TAGS,04,19,56x68+314+358,26,04,23,20160404192623-640-01.jpg,2016,20160404192623-640-01,1-5c4883e10cad86cfe65689e2fb31b384
,NO_TAGS,04,19,50x34+332+420,30,04,32,20160404193032-641-01.jpg,2016,20160404193032-641-01,1-f49c94a65bf5e955c37abe1b84677da8
