interval,day,classifier,score
79,Thursday,person,0.995033
79,Thursday,person,0.987872
79,Thursday,person,0.994514
79,Thursday,person,0.832018
80,Thursday,person,0.331812
80,Thursday,person,0.331812
80,Thursday,person,0.475021
80,Thursday,person,0.942676
80,Thursday,person,0.574443
80,Thursday,person,0.930862
81,Thursday,person,0.975873
81,Thursday,person,0.952574
81,Thursday,person,0.900249
81,Thursday,person,0.645656
81,Thursday,person,0.28905
82,Thursday,person,0.268941
83,Thursday,person,0.268941
85,Thursday,person,0.450166
85,Thursday,person,0.354344
85,Thursday,person,0.475021
86,Thursday,person,0.908877
87,Thursday,person,0.450166
89,Thursday,person,0.937027
89,Thursday,person,0.817574
90,Thursday,person,0.916827
90,Thursday,person,0.689974
90,Thursday,person,0.987872
90,Thursday,person,0.524979
90,Thursday,person,0.900249
90,Thursday,person,0.331812
91,Thursday,person,0.964429
91,Thursday,person,0.731059
91,Thursday,person,0.598688
93,Thursday,person,0.310026
1,Friday,person,0.858149
1,Friday,person,0.916827
1,Friday,person,0.99394
5,Friday,person,0.645656
8,Friday,person,0.731059
8,Friday,person,0.549834
8,Friday,person,0.425557
25,Friday,person,0.960834
29,Friday,person,0.689974
30,Friday,person,0.28905
30,Friday,person,0.947846
31,Friday,person,0.28905
31,Friday,person,0.450166
31,Friday,person,0.924142
31,Friday,person,0.549834
35,Friday,person,0.5
36,Friday,person,0.377541
37,Friday,person,0.354344
37,Friday,person,0.998993
37,Friday,person,0.997975
38,Friday,person,0.880797
38,Friday,person,0.310026
39,Friday,person,0.689974
39,Friday,person,0.28905
40,Friday,person,0.354344
40,Friday,person,0.5
40,Friday,person,0.401312
41,Friday,person,0.524979
42,Friday,person,0.970688
42,Friday,person,0.999176
43,Friday,person,0.964429
43,Friday,person,0.999325
43,Friday,person,0.401312
43,Friday,person,0.731059
43,Friday,person,0.994514
44,Friday,person,0.5
44,Friday,person,0.985226
45,Friday,person,0.973403
45,Friday,person,0.710949
45,Friday,person,0.869892
45,Friday,person,0.689974
45,Friday,person,0.832018
45,Friday,person,0.668188
45,Friday,person,0.377541
45,Friday,person,0.908877
45,Friday,person,0.574443
45,Friday,person,0.999389
45,Friday,person,0.99959
45,Friday,person,0.425557
45,Friday,person,0.310026
46,Friday,person,0.785835
46,Friday,person,0.908877
46,Friday,person,0.524979
46,Friday,person,0.993307
46,Friday,person,0.999176
47,Friday,person,0.942676
47,Friday,person,0.990048
47,Friday,person,0.997268
49,Friday,person,0.425557
50,Friday,person,0.310026
50,Friday,person,0.986613
51,Friday,person,0.574443
55,Friday,person,0.869892
56,Friday,person,0.574443
56,Friday,person,0.331812
59,Friday,person,0.998887
62,Friday,person,0.268941
63,Friday,person,0.937027
63,Friday,person,0.268941
65,Friday,person,0.310026
65,Friday,person,0.908877
65,Friday,person,0.425557
65,Friday,person,0.890903
65,Friday,person,0.845535
66,Friday,person,0.331812
66,Friday,person,0.28905
66,Friday,person,0.956893
67,Friday,person,0.28905
72,Friday,person,0.668188
72,Friday,person,0.982014
72,Friday,person,0.549834
72,Friday,person,0.997527
73,Friday,person,0.331812
73,Friday,person,0.983697
73,Friday,person,0.890903
73,Friday,person,0.768525
73,Friday,person,0.952574
75,Friday,person,0.28905
76,Friday,person,0.425557
77,Friday,person,0.999089
77,Friday,person,0.964429
77,Friday,person,0.999254
77,Friday,person,0.645656
77,Friday,person,0.524979
77,Friday,person,0.99394
78,Friday,person,0.268941
79,Friday,person,0.995033
79,Friday,person,0.952574
79,Friday,person,0.990987
79,Friday,person,0.99593
79,Friday,person,0.992608
80,Friday,person,0.995033
80,Friday,person,0.982014
80,Friday,person,0.5
80,Friday,person,0.785835
80,Friday,person,0.768525
80,Friday,person,0.947846
80,Friday,person,0.598688
81,Friday,person,0.549834
81,Friday,person,0.999389
81,Friday,person,0.802184
81,Friday,person,0.598688
82,Friday,person,0.310026
82,Friday,person,0.668188
82,Friday,person,0.310026
82,Friday,person,0.970688
82,Friday,person,0.710949
82,Friday,person,0.998641
83,Friday,person,0.996316
83,Friday,person,0.785835
83,Friday,person,0.549834
83,Friday,person,0.952574
83,Friday,person,0.999089
83,Friday,person,0.880797
83,Friday,person,0.268941
84,Friday,person,0.28905
84,Friday,person,0.354344
84,Friday,person,0.331812
84,Friday,person,0.998341
84,Friday,person,0.982014
84,Friday,person,0.377541
85,Friday,person,0.401312
86,Friday,person,0.401312
86,Friday,person,0.28905
86,Friday,person,0.817574
86,Friday,person,0.996665
87,Friday,person,0.598688
93,Friday,person,0.598688
94,Friday,person,0.967705
1,Saturday,person,0.354344
8,Saturday,person,0.377541
8,Saturday,person,0.970688
10,Saturday,person,0.869892
13,Saturday,person,0.975873
13,Saturday,person,0.858149
21,Saturday,person,0.930862
26,Saturday,person,0.354344
27,Saturday,person,0.731059
27,Saturday,person,0.999325
27,Saturday,person,0.999547
27,Saturday,person,0.930862
27,Saturday,person,0.354344
29,Saturday,person,0.710949
29,Saturday,person,0.354344
34,Saturday,person,0.937027
36,Saturday,person,0.28905
36,Saturday,person,0.998993
36,Saturday,person,0.998771
36,Saturday,person,0.785835
37,Saturday,person,0.28905
37,Saturday,person,0.268941
37,Saturday,person,0.947846
38,Saturday,person,0.710949
38,Saturday,person,0.924142
38,Saturday,person,0.524979
38,Saturday,person,0.858149
38,Saturday,person,0.98016
39,Saturday,person,0.354344
39,Saturday,person,0.99394
39,Saturday,person,0.995033
39,Saturday,person,0.952574
39,Saturday,person,0.998341
39,Saturday,person,0.970688
39,Saturday,person,0.28905
39,Saturday,person,0.999325
40,Saturday,person,0.998887
40,Saturday,person,0.983697
40,Saturday,person,0.331812
40,Saturday,person,0.401312
40,Saturday,person,0.28905
40,Saturday,person,0.310026
40,Saturday,person,0.268941
40,Saturday,person,0.28905
41,Saturday,person,0.310026
42,Saturday,person,0.710949
42,Saturday,person,0.990048
42,Saturday,person,0.450166
45,Saturday,person,0.310026
45,Saturday,person,0.937027
47,Saturday,person,0.331812
48,Saturday,person,0.354344
48,Saturday,person,0.997975
48,Saturday,person,0.997975
48,Saturday,person,0.731059
48,Saturday,person,0.995033
48,Saturday,person,0.991837
48,Saturday,person,0.998641
49,Saturday,person,0.310026
50,Saturday,person,0.524979
50,Saturday,person,0.310026
51,Saturday,person,0.9995
51,Saturday,person,0.869892
51,Saturday,person,0.993307
51,Saturday,person,0.990987
51,Saturday,person,0.768525
52,Saturday,person,0.999089
52,Saturday,person,0.960834
52,Saturday,person,0.768525
52,Saturday,person,0.916827
52,Saturday,person,0.75026
52,Saturday,person,0.999325
52,Saturday,person,0.942676
52,Saturday,person,0.858149
52,Saturday,person,0.354344
52,Saturday,person,0.98016
52,Saturday,person,0.997975
53,Saturday,person,0.475021
53,Saturday,person,0.817574
53,Saturday,person,0.997975
53,Saturday,person,0.987872
53,Saturday,person,0.983697
53,Saturday,person,0.998499
53,Saturday,person,0.99394
53,Saturday,person,0.995033
53,Saturday,person,0.998341
53,Saturday,person,0.98016
53,Saturday,person,0.996982
53,Saturday,person,0.668188
53,Saturday,person,0.992608
54,Saturday,person,0.354344
54,Saturday,person,0.992608
54,Saturday,person,0.832018
55,Saturday,person,0.817574
55,Saturday,person,0.574443
57,Saturday,person,0.964429
57,Saturday,person,0.986613
57,Saturday,person,0.785835
57,Saturday,person,0.960834
60,Saturday,person,0.900249
61,Saturday,person,0.268941
61,Saturday,person,0.937027
62,Saturday,person,0.377541
62,Saturday,person,0.268941
62,Saturday,person,0.310026
62,Saturday,person,0.310026
62,Saturday,person,0.354344
62,Saturday,person,0.377541
62,Saturday,person,0.331812
62,Saturday,person,0.549834
62,Saturday,person,0.377541
62,Saturday,person,0.28905
62,Saturday,person,0.310026
62,Saturday,person,0.310026
62,Saturday,person,0.996982
63,Saturday,person,0.924142
63,Saturday,person,0.475021
63,Saturday,person,0.75026
63,Saturday,person,0.952574
63,Saturday,person,0.999254
63,Saturday,person,0.817574
63,Saturday,person,0.967705
63,Saturday,person,0.986613
63,Saturday,person,0.354344
63,Saturday,person,0.331812
64,Saturday,person,0.310026
64,Saturday,person,0.28905
64,Saturday,person,0.768525
64,Saturday,person,0.331812
64,Saturday,person,0.401312
64,Saturday,person,0.996982
64,Saturday,person,0.401312
65,Saturday,person,0.622459
65,Saturday,person,0.268941
65,Saturday,person,0.268941
