seq,id,changes/0/rev,deleted,doc/_id,doc/_rev,doc/_deleted,doc/year,doc/month,doc/day,doc/hour,doc/minute,doc/second,doc/imagebox,doc/alchemy/text,doc/alchemy/score,doc/visual/image,doc/visual/scores/0/classifier_id,doc/visual/scores/0/name,doc/visual/scores/0/score,doc/visual/scores/1/classifier_id,doc/visual/scores/1/name,doc/visual/scores/1/score,doc/visual/scores/2/classifier_id,doc/visual/scores/2/name,doc/visual/scores/2/score,doc/visual/scores/3/classifier_id,doc/visual/scores/3/name,doc/visual/scores/3/score,doc/visual/scores/4/classifier_id,doc/visual/scores/4/name,doc/visual/scores/4/score,doc/visual/scores/5/classifier_id,doc/visual/scores/5/name,doc/visual/scores/5/score,doc/visual/scores/6/classifier_id,doc/visual/scores/6/name,doc/visual/scores/6/score,doc/visual/scores/7/classifier_id,doc/visual/scores/7/name,doc/visual/scores/7/score,doc/visual/scores/8/classifier_id,doc/visual/scores/8/name,doc/visual/scores/8/score,doc/visual/scores/9/classifier_id,doc/visual/scores/9/name,doc/visual/scores/9/score,doc/visual/scores/10/classifier_id,doc/visual/scores/10/name,doc/visual/scores/10/score,doc/visual/scores/11/classifier_id,doc/visual/scores/11/name,doc/visual/scores/11/score,doc/visual/scores/12/classifier_id,doc/visual/scores/12/name,doc/visual/scores/12/score,doc/visual/scores/13/classifier_id,doc/visual/scores/13/name,doc/visual/scores/13/score,doc/visual/scores/14/classifier_id,doc/visual/scores/14/name,doc/visual/scores/14/score,doc/visual/scores/15/classifier_id,doc/visual/scores/15/name,doc/visual/scores/15/score,doc/visual/scores/16/classifier_id,doc/visual/scores/16/name,doc/visual/scores/16/score,doc/visual/scores/17/classifier_id,doc/visual/scores/17/name,doc/visual/scores/17/score,doc/visual/scores/18/classifier_id,doc/visual/scores/18/name,doc/visual/scores/18/score,doc/visual/scores/19/classifier_id,doc/visual/scores/19/name,doc/visual/scores/19/score,doc/visual/scores/20/classifier_id,doc/visual/scores/20/name,doc/visual/scores/20/score,doc/visual/scores/21/classifier_id,doc/visual/scores/21/name,doc/visual/scores/21/score,doc/visual/scores/22/classifier_id,doc/visual/scores/22/name,doc/visual/scores/22/score,doc/visual/scores/23/classifier_id,doc/visual/scores/23/name,doc/visual/scores/23/score,doc/visual/scores/24/classifier_id,doc/visual/scores/24/name,doc/visual/scores/24/score,doc/visual/scores/25/classifier_id,doc/visual/scores/25/name,doc/visual/scores/25/score,doc/status,doc/usage,doc/NOTICE,doc/url,doc/totalTransactions,doc/imageKeywords/0/text,doc/imageKeywords/0/score,doc/images/0/image,doc/images/0/scores/0/classifier_id,doc/images/0/scores/0/name,doc/images/0/scores/0/score,doc/images/0/scores/1/classifier_id,doc/images/0/scores/1/name,doc/images/0/scores/1/score,doc/images/0/scores/2/classifier_id,doc/images/0/scores/2/name,doc/images/0/scores/2/score,doc/images/0/scores/3/classifier_id,doc/images/0/scores/3/name,doc/images/0/scores/3/score,doc/images/0/scores/4/classifier_id,doc/images/0/scores/4/name,doc/images/0/scores/4/score,doc/images/0/scores/5/classifier_id,doc/images/0/scores/5/name,doc/images/0/scores/5/score,doc/images/0/scores/6/classifier_id,doc/images/0/scores/6/name,doc/images/0/scores/6/score,doc/images/0/scores/7/classifier_id,doc/images/0/scores/7/name,doc/images/0/scores/7/score,doc/images/0/scores/8/classifier_id,doc/images/0/scores/8/name,doc/images/0/scores/8/score,doc/images/0/scores/9/classifier_id,doc/images/0/scores/9/name,doc/images/0/scores/9/score,doc/images/0/scores/10/classifier_id,doc/images/0/scores/10/name,doc/images/0/scores/10/score,doc/images/0/scores/11/classifier_id,doc/images/0/scores/11/name,doc/images/0/scores/11/score,doc/images/0/scores/12/classifier_id,doc/images/0/scores/12/name,doc/images/0/scores/12/score,doc/images/0/scores/13/classifier_id,doc/images/0/scores/13/name,doc/images/0/scores/13/score,doc/images/0/scores/14/classifier_id,doc/images/0/scores/14/name,doc/images/0/scores/14/score,doc/images/0/scores/15/classifier_id,doc/images/0/scores/15/name,doc/images/0/scores/15/score,doc/images/0/scores/16/classifier_id,doc/images/0/scores/16/name,doc/images/0/scores/16/score,doc/images/0/scores/17/classifier_id,doc/images/0/scores/17/name,doc/images/0/scores/17/score,doc/images/0/scores/18/classifier_id,doc/images/0/scores/18/name,doc/images/0/scores/18/score,doc/images/0/scores/19/classifier_id,doc/images/0/scores/19/name,doc/images/0/scores/19/score,doc/imageKeywords/1/text,doc/imageKeywords/1/score,doc/visual/scores/26/classifier_id,doc/visual/scores/26/name,doc/visual/scores/26/score,doc/visual/scores/27/classifier_id,doc/visual/scores/27/name,doc/visual/scores/27/score
1462-g1AAAAPTeJy90j0KwjAUB_Cggt5CRxdL2pq2TnoTzctLEakVtM666eLkAfQmehI_Nm9R89HFrRV0SSCQ_48_7yWEkNa0jqSLIBZLOULwHZj3kCe9VcZT5Ev0HJEs1sjTzElllqgfNU6gnef5bFrnt7l6aApPsIC6FXI-Ua8ECh11wrBwj8b1IhlS6leI-nRZGXek3XHhPozrYygi5leI-qLvRLubwt0bFyBiLut_3bfMcNOGOslWXYo-aftp7EHYjyUGP52xtc_Wvmj7YPeLUaA0_kPvq7Xv2n7ZHQvQ5Sz6Q--Htc28d8bmwgUZhxXiZm9YC0QN,20160610200223-214-01,1-50ac7e8e6ce3cf3a1787e4da2c922b4b,,20160610200223-214-01,1-50ac7e8e6ce3cf3a1787e4da2c922b4b,,2016,06,10,20,02,23,164x360+298+0,NO_TAGS,,20160610200223-214-01.jpg,Swamp,Swamp,0.895405,Prison,Prison,0.894999,Icicles,Icicles,0.89492,Wild_Fire,Wild_Fire,0.855493,Waterfall,Waterfall,0.84038,Adventure_Sport,Adventure_Sport,0.829544,Monkey,Monkey,0.798923,Stove,Stove,0.793843,Oven,Oven,0.784673,Flood,Flood,0.772545,Water_Structure,Water_Structure,0.683834,Swan,Swan,0.642327,Tool,Tool,0.596758,Wrestling,Wrestling,0.543893,Winter_Scene,Winter_Scene,0.50279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463-g1AAAAPTeJy90k8OwUAUBvAJEm7B0kYzbU1bK27CvHnTiFQl1JodGysH4CacBLFyi5o_3di1EjYzySTz_fLlvYQQ0prWkXQRxGIpRwi-A_Me8qS3yniKfImeI5LFGnmaOanMEvWjxgm08zyfTev8NlcPTeEJFlC3Qs4n6pVAoaNOGBbu0bheJENK_QpRny4r4460Oy7ch3F9DEXE_ApRX_SdaHdTuHvjAkTMZf2v-5YZbtpQJ9mqS9EnbT-NPQj7scTgpzO29tnaF20f7H4xCpTGf-h9tfZd2y-7YwG6nEV_6P2wtpn3zthcuCDjsELc7A1ZuEQO,20160612085319-431-00,1-d23701599a8af11a16710e3130444de2,,20160612085319-431-00,1-d23701599a8af11a16710e3130444de2,,2016,06,12,08,53,19,24x264+232+16,abandoned,0.310026,20160612085319-431-00.jpg,Washer_and_Dryer,Washer_and_Dryer,0.955987,Stove,Stove,0.943392,Dish_Washer,Dish_Washer,0.931502,Oven,Oven,0.914473,Recovery_Room,Recovery_Room,0.860652,Rest_Room,Rest_Room,0.854638,Prison,Prison,0.846735,Pubbing,Pubbing,0.824925,Locker_Room,Locker_Room,0.801495,White,White,0.747448,Tool,Tool,0.745924,Living_Room,Living_Room,0.743719,Adventure_Sport,Adventure_Sport,0.735599,Medical_Space,Medical_Space,0.653401,Wrestling,Wrestling,0.59008,Leisure_Activity,Leisure_Activity,0.56244,Industrial_Space,Industrial_Space,0.552476,Male_Adult,Male_Adult,0.523494,Mixed_Color,Mixed_Color,0.510732,Appliance,Appliance,0.506778,Clubbing,Clubbing,0.501745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464-g1AAAAPTeJy90j8KwjAUBvCggt5CRxdL2pq2TnoTzctLKVIraJ1108XJA-hN9CaKk7eo-dPFrRV0SSCQ78fHeykhpJM0kfQRxHIlJwi-A4sB8nSwznmGfIWeI9LlBnmWO5nMU_WjwQl0i6KYJ01-X6iHtvAEC6hbI-cT9Sqg0FMnjEv3ZFwvkiGlfo2oT5dVcSfanZbuw7g-hiJifo2oL_rOtLst3YNxASLmsuHXfasMN2upk-zUpeiztp_GHoXDWGLw0xlb-2Ltq7aPdr8YBUrjP_S-Wfuu7ZfdsQBdzqI_9H5Y28x7b2wuXJBxWCNu_gZdSUQP,20160602220629-70-00,1-a3c898517306adaca10cdec0b30dacae,,20160602220629-70-00,1-a3c898517306adaca10cdec0b30dacae,,2016,06,02,22,06,29,44x74+446+30,NO_TAGS,,20160602220629-70-00.jpg,Dish_Washer,Dish_Washer,0.948476,Stove,Stove,0.931791,Washer_and_Dryer,Washer_and_Dryer,0.929538,Pigeon,Pigeon,0.916485,Maternity_Ward,Maternity_Ward,0.818245,Rest_Room,Rest_Room,0.813005,Engine_Room,Engine_Room,0.804425,Climbing,Climbing,0.786645,Pubbing,Pubbing,0.780857,Stockroom,Stockroom,0.773675,Male_Adult,Male_Adult,0.753073,Adventure_Sport,Adventure_Sport,0.703089,Storm,Storm,0.571122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1465-g1AAAAPTeJy90j0KwjAUB_Cggt5CRxdL2pq2TnoTzctLEakVtM666eLkAfQmehM_Jm9R89HFrRV0SSCQ_48_7yWEkNa0jqSLIBZLOULwHZj3kCe9VcZT5Ev0HJEs1sjTzElllqgfNU6gnef5bFrnt7l6aApPsIC6FXI-Ua8ECh11wrBwj8b1IhlS6leI-nRZGXek3XHhPozrYygi5leI-qLvRLubwt0bFyBiLut_3bfMcNOGOslWXYo-aftp7EHYjyUGP52xtc_Wvmj7YPeLUaA0_kPvq7Vv2n7ZHQvQ5Sz6Q--7tc28d8bmwgUZhxXiZm9f6kQQ,20160610222151-254-01,1-582a96e6fecb20c107faa7a5220dd9ab,,20160610222151-254-01,1-582a96e6fecb20c107faa7a5220dd9ab,,2016,06,10,22,21,51,56x68+308+212,house,0.310026,20160610222151-254-01.jpg,Dish_Washer,Dish_Washer,0.952828,Microwave,Microwave,0.952634,Washer_and_Dryer,Washer_and_Dryer,0.940277,Sewing_Machine,Sewing_Machine,0.932907,Rest_Room,Rest_Room,0.855741,Earthquake,Earthquake,0.845943,Engine_Room,Engine_Room,0.844354,Recovery_Room,Recovery_Room,0.830866,Locker_Room,Locker_Room,0.78831,Martial_Art,Martial_Art,0.709498,Climbing,Climbing,0.690704,Mixed_Color,Mixed_Color,0.686312,Tae_Kwando,Tae_Kwando,0.628405,Medical_Space,Medical_Space,0.626956,Tool,Tool,0.555802,Residential_Space,Residential_Space,0.503736,Appliance,Appliance,0.503192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466-g1AAAAPTeJy90j0KwjAUB_Cggt5CRxdL2pq2TnoTzctLEakVtM666eTiAfQmehM_Jm9R89HFrRV0SSCQ_48_7yWEkNa0jqSLIBZLOULwHZj3kCe9VcZT5Ev0HJEs1sjTzElllqgfNU6gnef5bFrnt7l6aApPsIC6FXI-Ua8ECh11wrBwj8b1IhlS6leI-nRZGXek3XHhPozrYygi5leI-qLvRLubwt0bFyBiLut_3bfMcNOGOslWXYo-aftp7EHYjyUGP52xtc_Wvmj7YPeLUaA0_kPvq7Vv2n7ZHQvQ5Sz6Q--7tc28d8bmwgUZhxXiZm9hG0QR,20160601073833-1053-00,1-a336e8a9e0186c8f23d11bb878eee11d,,20160601073833-1053-00,1-a336e8a9e0186c8f23d11bb878eee11d,,2016,06,01,07,38,33,54x68+346+252,NO_TAGS,,20160601073833-1053-00.jpg,Stove,Stove,0.963167,Refrigerator,Refrigerator,0.941108,Toaster,Toaster,0.929935,Popcorn,Popcorn,0.916596,Mixed_Color,Mixed_Color,0.897242,Engine_Room,Engine_Room,0.83459,Pubbing,Pubbing,0.828658,Cockpit,Cockpit,0.817698,Adventure_Sport,Adventure_Sport,0.813136,Dining_Car,Dining_Car,0.807,Car_Repair_Shop,Car_Repair_Shop,0.788029,Earthquake,Earthquake,0.768766,Engine_or_Control_Room,Engine_or_Control_Room,0.686326,Crowd,Crowd,0.64548,Classroom,Classroom,0.644041,Beer,Beer,0.642303,Living_Room,Living_Room,0.632875,Tool,Tool,0.599872,Whiskey,Whiskey,0.579302,Restaurant,Restaurant,0.56663,Candy,Candy,0.553477,Appliance,Appliance,0.509442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467-g1AAAAPTeJy90j0KwjAUB_Cggt5CRxdL2pq2TnoTzctLEakVtM666eTiAfQmehM_Nk9R89HFrRV0SSCQ_48_7yWEkNa0jqSLIBZLOULwHZj3kCe9VcZT5Ev0HJEs1sjTzElllqgfNU6gnef5bFrnt7l6aApPsIC6FXI-Ua8ECh11wrBwj8b1IhlS6leI-nRZGXek3XHhPozrYygi5leI-qLvRLubwt0bFyBiLut_3bfMcNOGOslWXYo-aftp7EHYjyUGP52xtc_Wvmj7YPeLUaA0_kPvq7Vv2n7ZHQvQ5Sz6Q--7tc28d8bmwgUZhxXiZm9h0EQS,20160610212214-239-00,1-acde4356b8fe72339b0f2024c61e8d1c,,20160610212214-239-00,1-acde4356b8fe72339b0f2024c61e8d1c,,2016,06,10,21,22,14,210x154+218+234,urban,0.310026,20160610212214-239-00.jpg,Rest_Room,Rest_Room,0.86923,Stove,Stove,0.823365,Adventure_Sport,Adventure_Sport,0.79566,Piano,Piano,0.727246,Popcorn,Popcorn,0.704056,Microwave,Microwave,0.697239,Climbing,Climbing,0.680501,Public_Transportation_Space,Public_Transportation_Space,0.659496,Yellow,Yellow,0.651519,Creek,Creek,0.627453,Racquetball,Racquetball,0.554326,Prison,Prison,0.519916,Squash,Squash,0.516986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468-g1AAAAPTeJy90k8OwUAUBvAJEm7B0kYzbU1bK27CvHnTiFQl1JodKxsH4CbcBLFyipo_3di1EjYzySTz_fLlvYQQ0prWkXQRxGIpRwi-A_Me8qS3yniKfImeI5LFGnmaOanMEvWjxgm08zyfTev8NlcPTeEJFlC3Qs4n6pVAoaNOGBbu0bheJENK_QpRny4r4460Oy7ch3F9DEXE_ApRX_SdaHdTuHvjAkTMZf2v-5YZbtpQJ9mqS9EnbT-NPQj7scTgpzO29tnaF20f7H4xCpTGf-h9tfZN2y-7YwG6nEV_6H23tpn3zthcuCDjsELc7A1jfUQT,20160612090459-446-01,1-7926dc34b52c2819926f3ae21a5d325f,,20160612090459-446-01,1-7926dc34b52c2819926f3ae21a5d325f,,2016,06,12,09,04,59,94x438+174+0,NO_TAGS,,20160612090459-446-01.jpg,Toaster,Toaster,0.935643,Stove,Stove,0.917915,Maternity_Ward,Maternity_Ward,0.911846,Washer_and_Dryer,Washer_and_Dryer,0.891955,Recovery_Room,Recovery_Room,0.87734,Sewing_Machine,Sewing_Machine,0.868221,Adventure_Sport,Adventure_Sport,0.865708,Engine_Room,Engine_Room,0.821073,Rest_Room,Rest_Room,0.78692,Earthquake,Earthquake,0.737266,Climbing,Climbing,0.722993,Tae_Kwando,Tae_Kwando,0.710917,Tool,Tool,0.648252,Mixed_Color,Mixed_Color,0.638087,Crowd,Crowd,0.608454,Male_Adult,Male_Adult,0.537005,Appliance,Appliance,0.517923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469-g1AAAAPTeJy90k8OwUAUBvAJEm7B0kYzbU1bK27CvHnTiFQl1JodKxsH4CbcBLFyipo_3di1EjYzySTz_fLlvYQQ0prWkXQRxGIpRwi-A_Me8qS3yniKfImeI5LFGnmaOanMEvWjxgm08zyfTev8PlcPTeEJFlC3Qs4n6pVAoaNOGBbu0bheJENK_QpRny4r4460Oy7ch3F9DEXE_ApRX_SdaHdTuHvjAkTMZf2v-5YZbtpQJ9mqS9EnbT-NPQj7scTgpzO29tnaF20f7H4xCpTGf-h9tfZN2y-7YwG6nEV_6H23tpn3zthcuCDjsELc7A1nDkQU,20160602223622-74-01,1-d7364c4b531f873f8f64707bd268a073,,20160602223622-74-01,1-d7364c4b531f873f8f64707bd268a073,,2016,06,02,22,36,22,196x380+206+42,film,0.354344,20160602223622-74-01.jpg,Adventure_Sport,Adventure_Sport,0.899966,Prison,Prison,0.868833,Black,Black,0.828081,Overpass,Overpass,0.813621,Creek,Creek,0.779462,Refrigerator,Refrigerator,0.762665,Climbing,Climbing,0.744548,Viaduct,Viaduct,0.73917,Donkey,Donkey,0.587407,Air_Sport,Air_Sport,0.534186,Male_Adult,Male_Adult,0.501602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470-g1AAAAPTeJy90k8OwUAUBvAJEm7B0kYzbU1bK27CvHnTiFQl1JodKxsH4CbcBLFziZo_3di1EjYzySTz_fLlvYQQ0prWkXQRxGIpRwi-A_Me8qS3yniKfImeI5LFGnmaOanMEvWjxgm08zyfTev8PlcPTeEJFlC3Qs4n6pVAoaNOGBbu0bheJENK_QpRny4r4460Oy7ch3F9DEXE_ApRX_SdaHdTuHvjAkTMZf2v-5YZbtpQJ9mqS9EnbT-NPQj7scTgpzO29tnaF20f7H4xCpTGf-h9tfZN2y-7YwG6nEV_6H23tpn3zthcuCDjsELc7A1nw0QV,20160610213343-241-00,1-be570c63bb9e2e1d43d96bbb062ea708,,20160610213343-241-00,1-be570c63bb9e2e1d43d96bbb062ea708,,2016,06,10,21,33,43,36x64+300+212,NO_TAGS,,20160610213343-241-00.jpg,Dish_Washer,Dish_Washer,0.93844,Microwave,Microwave,0.936784,Maternity_Ward,Maternity_Ward,0.934504,Stove,Stove,0.923387,Sewing_Machine,Sewing_Machine,0.919492,Mixed_Color,Mixed_Color,0.871262,Adventure_Sport,Adventure_Sport,0.852247,Rest_Room,Rest_Room,0.850183,Big_Group,Big_Group,0.83997,Cleanroom,Cleanroom,0.79532,Tae_Kwando,Tae_Kwando,0.769265,Male_Adult,Male_Adult,0.732024,Medical_Space,Medical_Space,0.727505,Bathroom,Bathroom,0.726809,Martial_Art,Martial_Art,0.655711,Climbing,Climbing,0.634129,Small_Group,Small_Group,0.608008,Appliance,Appliance,0.504187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471-g1AAAAPTeJy90k8OwUAUBvAJEm7B0kYzbU1bK27CvHnTiFQl1JodKxsH4CbcBLF0iJo_3di1EjYzySTz_fLlvYQQ0prWkXQRxGIpRwi-A_Me8qS3yniKfImeI5LFGnmaOanMEvWjxgm08zyfTev8PlcPTeEJFlC3Qs4n6pVAoaNOGBbu0bheJENK_QpRny4r4460Oy7ch3F9DEXE_ApRX_SdaHdTuHvjAkTMZf2v-5YZbtpQJ9mqS9EnbT-NPQj7scTgpzO29tnaF20f7H4xCpTGf-h9tfZN2y-7YwG6nEV_6H23tpn3zthcuCDjsELc7A1oeEQW,20160610215239-250-01,1-848ce19e70534e515cf20c96a7200c33,,20160610215239-250-01,1-848ce19e70534e515cf20c96a7200c33,,2016,06,10,21,52,39,28x126+468+0,NO_TAGS,,20160610215239-250-01.jpg,Dish_Washer,Dish_Washer,0.944156,Washer_and_Dryer,Washer_and_Dryer,0.938564,Microwave,Microwave,0.938285,Sewing_Machine,Sewing_Machine,0.901803,Tae_Kwando,Tae_Kwando,0.837557,Recovery_Room,Recovery_Room,0.824288,Rest_Room,Rest_Room,0.809191,Engine_Room,Engine_Room,0.759023,Locker_Room,Locker_Room,0.751495,Adventure_Sport,Adventure_Sport,0.696561,Mixed_Color,Mixed_Color,0.692362,Earthquake,Earthquake,0.675851,Tool,Tool,0.64987,Climbing,Climbing,0.615029,Snow_Sport,Snow_Sport,0.524703,Male_Adult,Male_Adult,0.503493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472-g1AAAAPTeJy90k8OwUAUBvAJEm7B0kYzbU1bK27CvHnTiFQl1JodKxsH4CbchLB0iJo_3di1EjYzySTz_fLlvYQQ0prWkXQRxGIpRwi-A_Me8qS3yniKfImeI5LFGnmaOanMEvWjxgm08zyfTev8PlcPTeEJFlC3Qs4n6pVAoaNOGBbu0bheJENK_QpRny4r4460Oy7ch3F9DEXE_ApRX_SdaHdTuHvjAkTMZf2v-5YZbtpQJ9mqS9EnbT-NPQj7scTgpzO29tnaF20f7H4xCpTGf-h9tfZN2y-7YwG6nEV_6H23tpn3zthcuCDjsELc7A1rGUQX,20160610224609-265-00,1-bf330ab2cd7fe63d6b74c8a5cab690e2,,20160610224609-265-00,1-bf330ab2cd7fe63d6b74c8a5cab690e2,,2016,06,10,22,46,09,628x466+-7+0,portrait,0.28905,20160610224609-265-00.jpg,Sewing_Machine,Sewing_Machine,0.948817,Dish_Washer,Dish_Washer,0.94597,Rest_Room,Rest_Room,0.921036,Refrigerator,Refrigerator,0.91885,Washer_and_Dryer,Washer_and_Dryer,0.905295,Bathroom,Bathroom,0.893519,Dressing_Room,Dressing_Room,0.861386,Voting_Booth,Voting_Booth,0.842773,White,White,0.812638,Tool,Tool,0.753288,Male_Adult,Male_Adult,0.715791,Leisure_Activity,Leisure_Activity,0.699358,Racquetball,Racquetball,0.637514,Squash,Squash,0.630082,Whiskey,Whiskey,0.513732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473-g1AAAAPTeJy90k8OwUAUBvAJEm7B0kYzbU1bK27CvHnTiFQl1JodKxsH4CbchIidQ9T86caulbCZSSaZ75cv7yWEkNa0jqSLIBZLOULwHZj3kCe9VcZT5Ev0HJEs1sjTzElllqgfNU6gnef5bFrn97l6aApPsIC6FXI-Ua8ECh11wrBwj8b1IhlS6leI-nRZGXek3XHhPozrYygi5leI-qLvRLubwt0bFyBiLut_3bfMcNOGOslWXYo-aftp7EHYjyUGP52xtc_Wvmj7YPeLUaA0_kPvq7Vv2n7ZHQvQ5Sz6Q--7tc28d8bmwgUZhxXiZm9sxkQY,20160612091500-450-00,1-76fbf631497106a1ed60f1f9d2ac86dc,,20160612091500-450-00,1-76fbf631497106a1ed60f1f9d2ac86dc,,2016,06,12,09,15,00,96x62+268+416,NO_TAGS,,20160612091500-450-00.jpg,Dish_Washer,Dish_Washer,0.949883,Sewing_Machine,Sewing_Machine,0.940459,Washer_and_Dryer,Washer_and_Dryer,0.931424,Stove,Stove,0.92536,Cleanroom,Cleanroom,0.881966,Bathroom,Bathroom,0.87318,Recovery_Room,Recovery_Room,0.861456,Maternity_Ward,Maternity_Ward,0.849047,Adventure_Sport,Adventure_Sport,0.783633,Mixed_Color,Mixed_Color,0.780576,Living_Room,Living_Room,0.735598,Male_Adult,Male_Adult,0.726114,Tae_Kwando,Tae_Kwando,0.668139,Tool,Tool,0.648347,Medical_Space,Medical_Space,0.586036,Archery,Archery,0.544843,Crowd,Crowd,0.51068,Appliance,Appliance,0.508571,Residential_Space,Residential_Space,0.501681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474-g1AAAAPTeJy90j2OwjAQBWALkNhbQElD5CQ4CRXcZPF4HCEUEimEGjqoaDgAexO4CbDabg8R_JOGLkGCxpYs-X16mkkIIV_zNpIBgshyOUXwHVgOkSfDVcFT5Dl6jkiyNfK0cFJZJOpHixPolWW5mLf5fakeusITLKBug5xn1KuBQl-dMKnco3G9SIaU-g2inl1Wx51q97tyf43rYygi5jeIeqHvTLubyt0bFyBiLhu93LfOcNOOOslWXYo-afvP2ONwFEsM3jpja_9Y-6ztg90vRoHS-AO9L9a-avvf7liALmfRB3rfrG3mvTM2Fy7IOGwQt3gAcFdEGQ,20160602223723-75-01,1-bdd73fd793d30b7b36124f582ae930ca,,20160602223723-75-01,1-bdd73fd793d30b7b36124f582ae930ca,,2016,06,02,22,37,23,178x360+214+58,film,0.310026,20160602223723-75-01.jpg,Climbing,Climbing,0.90298,Black,Black,0.894462,Adventure_Sport,Adventure_Sport,0.894227,Prison,Prison,0.885631,Viaduct,Viaduct,0.863831,Greenery,Greenery,0.78791,Creek,Creek,0.758759,Monkey,Monkey,0.721832,Primate,Primate,0.711292,Green,Green,0.707549,Refrigerator,Refrigerator,0.664518,Diving,Diving,0.601525,Donkey,Donkey,0.595065,Cliff_Diving,Cliff_Diving,0.540487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475-g1AAAAPTeJy90j2OwjAQBWALkNhbQElD5CQ4CRXcZPF4HCEUEimEGjqoaDgAexO4CbDacu8Q_JOGLkGCxpYs-X16mkkIIV_zNpIBgshyOUXwHVgOkSfDVcFT5Dl6jkiyNfK0cFJZJOpHixPolWW5mLf5fakeusITLKBug5xn1KuBQl-dMKnco3G9SIaU-g2inl1Wx51q97tyf43rYygi5jeIeqHvTLubyt0bFyBiLhu93LfOcNOOOslWXYo-afvP2ONwFEsM3jpja_9Y-6ztg90vRoHS-AO9L9a-avvf7liALmfRB3rfrG3mvTM2Fy7IOGwQt3gAcQxEGg,20160610221953-252-00,1-cdb8aaecc0136efadaac5987764bdf29,,20160610221953-252-00,1-cdb8aaecc0136efadaac5987764bdf29,,2016,06,10,22,19,53,84x90+314+224,NO_TAGS,,20160610221953-252-00.jpg,Dish_Washer,Dish_Washer,0.951302,Microwave,Microwave,0.947285,Stove,Stove,0.94134,Washer_and_Dryer,Washer_and_Dryer,0.927704,Recovery_Room,Recovery_Room,0.802212,Locker_Room,Locker_Room,0.772387,Rest_Room,Rest_Room,0.77106,Bathroom,Bathroom,0.76162,Earthquake,Earthquake,0.733785,Tae_Kwando,Tae_Kwando,0.69127,Adventure_Sport,Adventure_Sport,0.691129,Mixed_Color,Mixed_Color,0.637487,Martial_Art,Martial_Art,0.634451,Gray_Sky,Gray_Sky,0.610709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
